ModelGeography,SubGeography1,SubGeography2,NumHH,ConsumerType1,Year,UsagePenetration
INDIA,ER,SK,205958,URBAN,2033,1
INDIA,ER,SK,215696,URBAN,2034,1
INDIA,ER,SK,225658,URBAN,2035,1
INDIA,ER,SK,235848,URBAN,2036,1
INDIA,ER,SK,246269,URBAN,2037,1
INDIA,ER,SK,257893,URBAN,2038,1
INDIA,ER,SK,270064,URBAN,2039,1
INDIA,ER,SK,282811,URBAN,2040,1
INDIA,ER,SK,296159,URBAN,2041,1
INDIA,ER,WB,17973379,RURAL,2024,1
INDIA,ER,WB,18308465,RURAL,2025,1
INDIA,ER,WB,18647341,RURAL,2026,1
INDIA,ER,WB,18974399,RURAL,2027,1
INDIA,ER,WB,19293005,RURAL,2028,1
INDIA,ER,WB,19615104,RURAL,2029,1
INDIA,ER,WB,19940674,RURAL,2030,1
INDIA,ER,WB,20269687,RURAL,2031,1
INDIA,ER,WB,20580821,RURAL,2032,1
INDIA,ER,WB,20879973,RURAL,2033,1
INDIA,ER,WB,21180972,RURAL,2034,1
INDIA,ER,WB,21483732,RURAL,2035,1
INDIA,ER,WB,21788529,RURAL,2036,1
INDIA,ER,WB,22096035,RURAL,2037,1
INDIA,ER,WB,22416040,RURAL,2038,1
INDIA,ER,WB,22740680,RURAL,2039,1
INDIA,ER,WB,23070022,RURAL,2040,1
INDIA,ER,WB,23404133,RURAL,2041,1
INDIA,ER,WB,10300676,URBAN,2024,1
INDIA,ER,WB,10537190,URBAN,2025,1
INDIA,ER,WB,10778381,URBAN,2026,1
INDIA,ER,WB,11014320,URBAN,2027,1
INDIA,ER,WB,11247749,URBAN,2028,1
INDIA,ER,WB,11485243,URBAN,2029,1
INDIA,ER,WB,11726857,URBAN,2030,1
INDIA,ER,WB,11972645,URBAN,2031,1
INDIA,ER,WB,12210853,URBAN,2032,1
INDIA,ER,WB,12443976,URBAN,2033,1
INDIA,ER,WB,12681157,URBAN,2034,1
INDIA,ER,WB,12922449,URBAN,2035,1
INDIA,ER,WB,13167604,URBAN,2036,1
INDIA,ER,WB,13415755,URBAN,2037,1
INDIA,ER,WB,13672647,URBAN,2038,1
INDIA,ER,WB,13934459,URBAN,2039,1
INDIA,ER,WB,14201284,URBAN,2040,1
INDIA,ER,WB,14473218,URBAN,2041,1
INDIA,NER,AS,6886127,RURAL,2024,1
INDIA,NER,AS,7059922,RURAL,2025,1
INDIA,NER,AS,7237903,RURAL,2026,1
INDIA,NER,AS,7414901,RURAL,2027,1
INDIA,NER,AS,7592691,RURAL,2028,1
INDIA,NER,AS,7773916,RURAL,2029,1
INDIA,NER,AS,7959137,RURAL,2030,1
INDIA,NER,AS,8147926,RURAL,2031,1
INDIA,NER,AS,8333823,RURAL,2032,1
INDIA,NER,AS,8518409,RURAL,2033,1
INDIA,NER,AS,8706615,RURAL,2034,1
INDIA,NER,AS,8898234,RURAL,2035,1
INDIA,NER,AS,9094154,RURAL,2036,1
INDIA,NER,AS,9293904,RURAL,2037,1
INDIA,NER,AS,9499995,RURAL,2038,1
INDIA,NER,AS,9710656,RURAL,2039,1
INDIA,NER,AS,9925988,RURAL,2040,1
INDIA,NER,AS,10146095,RURAL,2041,1
INDIA,NER,AS,1496057,URBAN,2024,1
INDIA,NER,AS,1521911,URBAN,2025,1
INDIA,NER,AS,1547764,URBAN,2026,1
INDIA,NER,AS,1573085,URBAN,2027,1
INDIA,NER,AS,1597606,URBAN,2028,1
INDIA,NER,AS,1622661,URBAN,2029,1
INDIA,NER,AS,1647715,URBAN,2030,1
INDIA,NER,AS,1673302,URBAN,2031,1
INDIA,NER,AS,1697557,URBAN,2032,1
INDIA,NER,AS,1720745,URBAN,2033,1
INDIA,NER,AS,1744467,URBAN,2034,1
INDIA,NER,AS,1768455,URBAN,2035,1
INDIA,NER,AS,1792443,URBAN,2036,1
INDIA,NER,AS,1816431,URBAN,2037,1
INDIA,NER,AS,1841449,URBAN,2038,1
INDIA,NER,AS,1866811,URBAN,2039,1
INDIA,NER,AS,1892523,URBAN,2040,1
INDIA,NER,AS,1918589,URBAN,2041,1
INDIA,NER,NE,2337828,RURAL,2024,1
INDIA,NER,NE,2362270,RURAL,2025,1
INDIA,NER,NE,2387432,RURAL,2026,1
INDIA,NER,NE,2410510,RURAL,2027,1
INDIA,NER,NE,2432856,RURAL,2028,1
INDIA,NER,NE,2455162,RURAL,2029,1
INDIA,NER,NE,2476207,RURAL,2030,1
INDIA,NER,NE,2498155,RURAL,2031,1
INDIA,NER,NE,2518053,RURAL,2032,1
INDIA,NER,NE,2535325,RURAL,2033,1
INDIA,NER,NE,2552166,RURAL,2034,1
INDIA,NER,NE,2568559,RURAL,2035,1
INDIA,NER,NE,2585004,RURAL,2036,1
INDIA,NER,NE,2601765,RURAL,2037,1
INDIA,NER,NE,2619446,RURAL,2038,1
INDIA,NER,NE,2637247,RURAL,2039,1
INDIA,NER,NE,2655170,RURAL,2040,1
INDIA,NER,NE,2673214,RURAL,2041,1
INDIA,NER,NE,1458503,URBAN,2024,1
INDIA,NER,NE,1518974,URBAN,2025,1
INDIA,NER,NE,1580887,URBAN,2026,1
INDIA,NER,NE,1644269,URBAN,2027,1
INDIA,NER,NE,1708872,URBAN,2028,1
INDIA,NER,NE,1774996,URBAN,2029,1
INDIA,NER,NE,1844390,URBAN,2030,1
INDIA,NER,NE,1914835,URBAN,2031,1
INDIA,NER,NE,1985456,URBAN,2032,1
INDIA,NER,NE,2056519,URBAN,2033,1
INDIA,NER,NE,2130432,URBAN,2034,1
INDIA,NER,NE,2206356,URBAN,2035,1
INDIA,NER,NE,2284027,URBAN,2036,1
INDIA,NER,NE,2363163,URBAN,2037,1
INDIA,NER,NE,2447489,URBAN,2038,1
INDIA,NER,NE,2534823,URBAN,2039,1
INDIA,NER,NE,2625275,URBAN,2040,1
INDIA,NER,NE,2718954,URBAN,2041,1
INDIA,NR,DL,22539,RURAL,2024,1
INDIA,NR,DL,18358,RURAL,2025,1
INDIA,NR,DL,14801,RURAL,2026,1
INDIA,NR,DL,11033,RURAL,2027,1
INDIA,NR,DL,7660,RURAL,2028,1
INDIA,NR,DL,5038,RURAL,2029,1
INDIA,NR,DL,2588,RURAL,2030,1
INDIA,NR,DL,1330,RURAL,2031,1
INDIA,NR,DL,0,RURAL,2032,1
INDIA,NR,DL,0,RURAL,2033,1
INDIA,NR,DL,361,RURAL,2034,1
INDIA,NR,DL,0,RURAL,2035,1
INDIA,NR,DL,0,RURAL,2036,1
INDIA,NR,DL,0,RURAL,2037,1
INDIA,NR,DL,0,RURAL,2038,1
INDIA,NR,DL,0,RURAL,2039,1
INDIA,NR,DL,0,RURAL,2040,1
INDIA,NR,DL,0,RURAL,2041,1
INDIA,NR,DL,5527614,URBAN,2024,1
INDIA,NR,DL,5664248,URBAN,2025,1
INDIA,NR,DL,5801438,URBAN,2026,1
INDIA,NR,DL,5941273,URBAN,2027,1
INDIA,NR,DL,6082734,URBAN,2028,1
INDIA,NR,DL,6225043,URBAN,2029,1
INDIA,NR,DL,6368203,URBAN,2030,1
INDIA,NR,DL,6511949,URBAN,2031,1
INDIA,NR,DL,6657621,URBAN,2032,1
INDIA,NR,DL,6804428,URBAN,2033,1
INDIA,NR,DL,6952379,URBAN,2034,1
INDIA,NR,DL,7102024,URBAN,2035,1
INDIA,NR,DL,7253105,URBAN,2036,1
INDIA,NR,DL,7405635,URBAN,2037,1
INDIA,NR,DL,7566078,URBAN,2038,1
INDIA,NR,DL,7729998,URBAN,2039,1
INDIA,NR,DL,7897469,URBAN,2040,1
INDIA,NR,DL,8068568,URBAN,2041,1
INDIA,NR,HP,1587542,RURAL,2024,1
INDIA,NR,HP,1595106,RURAL,2025,1
INDIA,NR,HP,1602434,RURAL,2026,1
INDIA,NR,HP,1608816,RURAL,2027,1
INDIA,NR,HP,1613780,RURAL,2028,1
INDIA,NR,HP,1618981,RURAL,2029,1
INDIA,NR,HP,1624181,RURAL,2030,1
INDIA,NR,HP,1629382,RURAL,2031,1
INDIA,NR,HP,1632927,RURAL,2032,1
INDIA,NR,HP,1635764,RURAL,2033,1
INDIA,NR,HP,1638364,RURAL,2034,1
INDIA,NR,HP,1640964,RURAL,2035,1
INDIA,NR,HP,1643564,RURAL,2036,1
INDIA,NR,HP,1646401,RURAL,2037,1
INDIA,NR,HP,1649255,RURAL,2038,1
INDIA,NR,HP,1652114,RURAL,2039,1
INDIA,NR,HP,1654977,RURAL,2040,1
INDIA,NR,HP,1657846,RURAL,2041,1
INDIA,NR,HP,310830,URBAN,2024,1
INDIA,NR,HP,321366,URBAN,2025,1
INDIA,NR,HP,332670,URBAN,2026,1
INDIA,NR,HP,343480,URBAN,2027,1
INDIA,NR,HP,355080,URBAN,2028,1
INDIA,NR,HP,367056,URBAN,2029,1
INDIA,NR,HP,378950,URBAN,2030,1
INDIA,NR,HP,391705,URBAN,2031,1
INDIA,NR,HP,404375,URBAN,2032,1
INDIA,NR,HP,416933,URBAN,2033,1
INDIA,NR,HP,430401,URBAN,2034,1
INDIA,NR,HP,443754,URBAN,2035,1
INDIA,NR,HP,458069,URBAN,2036,1
INDIA,NR,HP,472265,URBAN,2037,1
INDIA,NR,HP,487219,URBAN,2038,1
INDIA,NR,HP,502645,URBAN,2039,1
INDIA,NR,HP,518561,URBAN,2040,1
INDIA,NR,HP,534980,URBAN,2041,1
INDIA,NR,HR,3748887,RURAL,2024,1
INDIA,NR,HR,3792053,RURAL,2025,1
INDIA,NR,HR,3834614,RURAL,2026,1
INDIA,NR,HR,3874559,RURAL,2027,1
INDIA,NR,HR,3912469,RURAL,2028,1
INDIA,NR,HR,3949852,RURAL,2029,1
INDIA,NR,HR,3986683,RURAL,2030,1
INDIA,NR,HR,4023170,RURAL,2031,1
INDIA,NR,HR,4057443,RURAL,2032,1
INDIA,NR,HR,4090132,RURAL,2033,1
INDIA,NR,HR,4122365,RURAL,2034,1
INDIA,NR,HR,4153645,RURAL,2035,1
INDIA,NR,HR,4184902,RURAL,2036,1
INDIA,NR,HR,4216130,RURAL,2037,1
INDIA,NR,HR,4249178,RURAL,2038,1
INDIA,NR,HR,4282485,RURAL,2039,1
INDIA,NR,HR,4316054,RURAL,2040,1
INDIA,NR,HR,4349885,RURAL,2041,1
INDIA,NR,HR,3160984,URBAN,2024,1
INDIA,NR,HR,3262150,URBAN,2025,1
INDIA,NR,HR,3365403,URBAN,2026,1
INDIA,NR,HR,3468279,URBAN,2027,1
INDIA,NR,HR,3571763,URBAN,2028,1
INDIA,NR,HR,3677117,URBAN,2029,1
INDIA,NR,HR,3784619,URBAN,2030,1
INDIA,NR,HR,3894295,URBAN,2031,1
INDIA,NR,HR,4003864,URBAN,2032,1
INDIA,NR,HR,4114345,URBAN,2033,1
INDIA,NR,HR,4226783,URBAN,2034,1
INDIA,NR,HR,4341465,URBAN,2035,1
INDIA,NR,HR,4457893,URBAN,2036,1
INDIA,NR,HR,4575558,URBAN,2037,1
INDIA,NR,HR,4700166,URBAN,2038,1
INDIA,NR,HR,4828168,URBAN,2039,1
INDIA,NR,HR,4959657,URBAN,2040,1
INDIA,NR,HR,5094726,URBAN,2041,1
INDIA,NR,JK,2017720,RURAL,2024,1
INDIA,NR,JK,2048495,RURAL,2025,1
INDIA,NR,JK,2079074,RURAL,2026,1
INDIA,NR,JK,2109441,RURAL,2027,1
INDIA,NR,JK,2139798,RURAL,2028,1
INDIA,NR,JK,2170800,RURAL,2029,1
INDIA,NR,JK,2202235,RURAL,2030,1
INDIA,NR,JK,2233430,RURAL,2031,1
INDIA,NR,JK,2263680,RURAL,2032,1
INDIA,NR,JK,2293174,RURAL,2033,1
INDIA,NR,JK,2322814,RURAL,2034,1
INDIA,NR,JK,2353072,RURAL,2035,1
INDIA,NR,JK,2383000,RURAL,2036,1
INDIA,NR,JK,2413549,RURAL,2037,1
INDIA,NR,JK,2444951,RURAL,2038,1
INDIA,NR,JK,2476761,RURAL,2039,1
INDIA,NR,JK,2508985,RURAL,2040,1
INDIA,NR,JK,2541629,RURAL,2041,1
INDIA,NR,JK,1129527,URBAN,2024,1
INDIA,NR,JK,1171687,URBAN,2025,1
INDIA,NR,JK,1215682,URBAN,2026,1
INDIA,NR,JK,1261023,URBAN,2027,1
INDIA,NR,JK,1307746,URBAN,2028,1
INDIA,NR,JK,1355890,URBAN,2029,1
INDIA,NR,JK,1405195,URBAN,2030,1
INDIA,NR,JK,1456904,URBAN,2031,1
INDIA,NR,JK,1509246,URBAN,2032,1
INDIA,NR,JK,1562522,URBAN,2033,1
INDIA,NR,JK,1617711,URBAN,2034,1
INDIA,NR,JK,1674546,URBAN,2035,1
INDIA,NR,JK,1733409,URBAN,2036,1
INDIA,NR,JK,1794024,URBAN,2037,1
INDIA,NR,JK,1857353,URBAN,2038,1
INDIA,NR,JK,1922918,URBAN,2039,1
INDIA,NR,JK,1990797,URBAN,2040,1
INDIA,NR,JK,2061072,URBAN,2041,1
INDIA,NR,PB,4216207,RURAL,2024,1
INDIA,NR,PB,4269462,RURAL,2025,1
INDIA,NR,PB,4322663,RURAL,2026,1
INDIA,NR,PB,4372856,RURAL,2027,1
INDIA,NR,PB,4421148,RURAL,2028,1
INDIA,NR,PB,4469210,RURAL,2029,1
INDIA,NR,PB,4517273,RURAL,2030,1
INDIA,NR,PB,4565839,RURAL,2031,1
INDIA,NR,PB,4611263,RURAL,2032,1
INDIA,NR,PB,4654204,RURAL,2033,1
INDIA,NR,PB,4696695,RURAL,2034,1
INDIA,NR,PB,4739519,RURAL,2035,1
INDIA,NR,PB,4782677,RURAL,2036,1
INDIA,NR,PB,4825893,RURAL,2037,1
INDIA,NR,PB,4870653,RURAL,2038,1
INDIA,NR,PB,4915829,RURAL,2039,1
INDIA,NR,PB,4961423,RURAL,2040,1
INDIA,NR,PB,5007440,RURAL,2041,1
INDIA,NR,PB,3573731,URBAN,2024,1
INDIA,NR,PB,3641203,URBAN,2025,1
INDIA,NR,PB,3709945,URBAN,2026,1
INDIA,NR,PB,3776401,URBAN,2027,1
INDIA,NR,PB,3841308,URBAN,2028,1
INDIA,NR,PB,3907212,URBAN,2029,1
INDIA,NR,PB,3974639,URBAN,2030,1
INDIA,NR,PB,4042308,URBAN,2031,1
INDIA,NR,PB,4107878,URBAN,2032,1
INDIA,NR,PB,4172102,URBAN,2033,1
INDIA,NR,PB,4237847,URBAN,2034,1
INDIA,NR,PB,4303811,URBAN,2035,1
INDIA,NR,PB,4370524,URBAN,2036,1
INDIA,NR,PB,4437991,URBAN,2037,1
INDIA,NR,PB,4507606,URBAN,2038,1
INDIA,NR,PB,4578312,URBAN,2039,1
INDIA,NR,PB,4650128,URBAN,2040,1
INDIA,NR,PB,4723070,URBAN,2041,1
INDIA,NR,RJ,11891570,RURAL,2024,1
INDIA,NR,RJ,12037814,RURAL,2025,1
INDIA,NR,RJ,12184340,RURAL,2026,1
INDIA,NR,RJ,12317873,RURAL,2027,1
INDIA,NR,RJ,12441500,RURAL,2028,1
INDIA,NR,RJ,12565439,RURAL,2029,1
INDIA,NR,RJ,12689893,RURAL,2030,1
INDIA,NR,RJ,12814455,RURAL,2031,1
INDIA,NR,RJ,12936258,RURAL,2032,1
INDIA,NR,RJ,13055884,RURAL,2033,1
INDIA,NR,RJ,13175779,RURAL,2034,1
INDIA,NR,RJ,13295943,RURAL,2035,1
INDIA,NR,RJ,13416373,RURAL,2036,1
INDIA,NR,RJ,13537695,RURAL,2037,1
INDIA,NR,RJ,13662143,RURAL,2038,1
INDIA,NR,RJ,13787735,RURAL,2039,1
INDIA,NR,RJ,13914481,RURAL,2040,1
INDIA,NR,RJ,14042392,RURAL,2041,1
INDIA,NR,RJ,5233861,URBAN,2024,1
INDIA,NR,RJ,5377002,URBAN,2025,1
INDIA,NR,RJ,5523421,URBAN,2026,1
INDIA,NR,RJ,5666468,URBAN,2027,1
INDIA,NR,RJ,5808247,URBAN,2028,1
INDIA,NR,RJ,5952988,URBAN,2029,1
INDIA,NR,RJ,6100491,URBAN,2030,1
INDIA,NR,RJ,6251320,URBAN,2031,1
INDIA,NR,RJ,6403438,URBAN,2032,1
INDIA,NR,RJ,6557638,URBAN,2033,1
INDIA,NR,RJ,6715015,URBAN,2034,1
INDIA,NR,RJ,6875628,URBAN,2035,1
INDIA,NR,RJ,7039535,URBAN,2036,1
INDIA,NR,RJ,7205962,URBAN,2037,1
INDIA,NR,RJ,7378680,URBAN,2038,1
INDIA,NR,RJ,7555538,URBAN,2039,1
INDIA,NR,RJ,7736635,URBAN,2040,1
INDIA,NR,RJ,7922073,URBAN,2041,1
INDIA,NR,UK,1602753,RURAL,2024,1
INDIA,NR,UK,1607043,RURAL,2025,1
INDIA,NR,UK,1611333,RURAL,2026,1
INDIA,NR,UK,1614336,RURAL,2027,1
INDIA,NR,UK,1616267,RURAL,2028,1
INDIA,NR,UK,1617983,RURAL,2029,1
INDIA,NR,UK,1619699,RURAL,2030,1
INDIA,NR,UK,1620986,RURAL,2031,1
INDIA,NR,UK,1620986,RURAL,2032,1
INDIA,NR,UK,1619699,RURAL,2033,1
INDIA,NR,UK,1618197,RURAL,2034,1
INDIA,NR,UK,1616696,RURAL,2035,1
INDIA,NR,UK,1614980,RURAL,2036,1
INDIA,NR,UK,1613264,RURAL,2037,1
INDIA,NR,UK,1611980,RURAL,2038,1
INDIA,NR,UK,1610698,RURAL,2039,1
INDIA,NR,UK,1609417,RURAL,2040,1
INDIA,NR,UK,1608136,RURAL,2041,1
INDIA,NR,UK,1079204,URBAN,2024,1
INDIA,NR,UK,1104183,URBAN,2025,1
INDIA,NR,UK,1129417,URBAN,2026,1
INDIA,NR,UK,1154396,URBAN,2027,1
INDIA,NR,UK,1179120,URBAN,2028,1
INDIA,NR,UK,1204100,URBAN,2029,1
INDIA,NR,UK,1229334,URBAN,2030,1
INDIA,NR,UK,1254823,URBAN,2031,1
INDIA,NR,UK,1279547,URBAN,2032,1
INDIA,NR,UK,1304016,URBAN,2033,1
INDIA,NR,UK,1328741,URBAN,2034,1
INDIA,NR,UK,1353465,URBAN,2035,1
INDIA,NR,UK,1378444,URBAN,2036,1
INDIA,NR,UK,1403423,URBAN,2037,1
INDIA,NR,UK,1429848,URBAN,2038,1
INDIA,NR,UK,1456770,URBAN,2039,1
INDIA,NR,UK,1484198,URBAN,2040,1
INDIA,NR,UK,1512143,URBAN,2041,1
INDIA,NR,UP,36854254,RURAL,2024,1
INDIA,NR,UP,37649047,RURAL,2025,1
INDIA,NR,UP,38457403,RURAL,2026,1
INDIA,NR,UP,39225611,RURAL,2027,1
INDIA,NR,UP,39967495,RURAL,2028,1
INDIA,NR,UP,40720856,RURAL,2029,1
INDIA,NR,UP,41486072,RURAL,2030,1
INDIA,NR,UP,42262861,RURAL,2031,1
INDIA,NR,UP,43010399,RURAL,2032,1
INDIA,NR,UP,43739199,RURAL,2033,1
INDIA,NR,UP,44478837,RURAL,2034,1
INDIA,NR,UP,45228989,RURAL,2035,1
INDIA,NR,UP,45990262,RURAL,2036,1
INDIA,NR,UP,46763294,RURAL,2037,1
INDIA,NR,UP,47558643,RURAL,2038,1
INDIA,NR,UP,48367520,RURAL,2039,1
INDIA,NR,UP,49190155,RURAL,2040,1
INDIA,NR,UP,50026781,RURAL,2041,1
INDIA,NR,UP,13307559,URBAN,2024,1
INDIA,NR,UP,13705718,URBAN,2025,1
INDIA,NR,UP,14113684,URBAN,2026,1
INDIA,NR,UP,14512031,URBAN,2027,1
INDIA,NR,UP,14905826,URBAN,2028,1
INDIA,NR,UP,15309145,URBAN,2029,1
INDIA,NR,UP,15721943,URBAN,2030,1
INDIA,NR,UP,16144930,URBAN,2031,1
INDIA,NR,UP,16561992,URBAN,2032,1
INDIA,NR,UP,16977423,URBAN,2033,1
INDIA,NR,UP,17402425,URBAN,2034,1
INDIA,NR,UP,17837200,URBAN,2035,1
INDIA,NR,UP,18281953,URBAN,2036,1
INDIA,NR,UP,18735784,URBAN,2037,1
INDIA,NR,UP,19206335,URBAN,2038,1
INDIA,NR,UP,19688703,URBAN,2039,1
INDIA,NR,UP,20183186,URBAN,2040,1
INDIA,NR,UP,20690089,URBAN,2041,1
INDIA,SR,AP,10375647,RURAL,2024,1
INDIA,SR,AP,10441168,RURAL,2025,1
INDIA,SR,AP,10505111,RURAL,2026,1
INDIA,SR,AP,10557162,RURAL,2027,1
INDIA,SR,AP,10599777,RURAL,2028,1
INDIA,SR,AP,10641133,RURAL,2029,1
INDIA,SR,AP,10680186,RURAL,2030,1
INDIA,SR,AP,10716849,RURAL,2031,1
INDIA,SR,AP,10742855,RURAL,2032,1
INDIA,SR,AP,10759875,RURAL,2033,1
INDIA,SR,AP,10774919,RURAL,2034,1
INDIA,SR,AP,10786863,RURAL,2035,1
INDIA,SR,AP,10796679,RURAL,2036,1
INDIA,SR,AP,10805029,RURAL,2037,1
INDIA,SR,AP,10819796,RURAL,2038,1
INDIA,SR,AP,10834583,RURAL,2039,1
INDIA,SR,AP,10849390,RURAL,2040,1
INDIA,SR,AP,10864218,RURAL,2041,1
