EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,62.677764358788934,3823.343625886125
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,144.5323401784798,8816.47275088727
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,129.20141039649923,7881.2860341864525
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,132.1556850645584,8061.496788938063
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.6915779962203685,225.18625776944248
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,73.71059228659027,4496.346129482006
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,173.6671161664272,10593.69408615206
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,161.2372645793365,9835.473139339527
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,156.1812210318325,9527.054482941783
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,5.350767047747699,326.3967899126097
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,75.10368248593412,4581.324631641981
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,171.41407320121402,10456.258465274055
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,168.9662542675925,10306.941510323142
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,152.58103140114883,9307.44291547008
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,6.597093854128323,402.42272510182767
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,73.84387991791594,4504.476674992872
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,160.89964284646922,9814.878213634622
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,159.4320950134299,9725.357795819224
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,139.83258349252586,8529.787593044077
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.929451042805175,361.6965136111157
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,116.17175084721003,7086.4768016798125
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,213.52216923618602,13024.852323407347
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,254.14936806072927,15503.111451704486
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,193.74864853588457,11818.667560688958
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.747374666452464,655.5898546536002
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,148.96169429917,9086.66335224937
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,316.9544330271502,19334.22041465616
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,304.8107570770206,18593.456181698257
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,291.18030893902665,17761.998845280625
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,8.696763108483552,530.5025496174967
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,65.82116705331191,6055.547368904696
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,118.02094337013803,10857.9267900527
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,122.61286988458703,11280.384029382007
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,100.96828332461388,9289.082065864477
