Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,EnergyDemand,SeasonEnergyDemand
2021,MONSOON,ALLDAYS,MID,INDIA,SR,TS,ALL,3.447372211757808,317.15824348171833
2021,MONSOON,ALLDAYS,MID,INDIA,NER,AS,ALL,0.79068567714064,72.74308229693888
2021,MONSOON,ALLDAYS,MID,INDIA,NER,NE,ALL,0.564574166279731,51.94082329773525
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,BR,ALL,1.7436585614253115,160.41658765112865
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,JH,ALL,0.5787213024472742,53.24235982514922
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,OD,ALL,1.257505683058464,115.6905228413787
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,WB,ALL,4.348321935719423,400.04561808618695
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,CG,ALL,0.8075843372872649,74.29775903042837
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,GJ,ALL,3.3919309343639124,312.0576459614799
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,MP,ALL,4.277822866974494,393.5597037616535
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,MH,ALL,9.80905925645156,902.4334515935435
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,GA,ALL,0.2502707559758129,23.024909549774787
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,UT,ALL,0.3972168490762634,36.54395011501624
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,DL,ALL,4.050056048839774,372.6051564932592
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,HR,ALL,2.931714951481883,269.71777553633325
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,HP,ALL,0.6482658252888701,59.64045592657605
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,JK,ALL,1.4061273851694815,129.36371943559232
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,PB,ALL,3.099593051383001,285.1625607272361
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,RJ,ALL,3.261298613597821,300.03947245099954
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,UP,ALL,5.50953772487554,506.8774706885497
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,UK,ALL,0.7871147446934534,72.41455651179771
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,AP,ALL,3.472897500732796,319.5065700674172
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,KA,ALL,5.144768560701197,473.3187075845101
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,KL,ALL,2.2055108375986414,202.90699705907502
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,TN,ALL,6.531812048779989,600.926708487759
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,TS,ALL,3.447372211757808,317.15824348171833
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,AS,ALL,0.79068567714064,72.74308229693888
2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,NE,ALL,0.564574166279731,51.94082329773525
2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,BR,ALL,2.237695153813738,205.8679541508639
2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,JH,ALL,0.7426923382639633,68.32769512028463
2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,OD,ALL,1.613798960002088,148.46950432019207
