Year,ModelGeography,SubGeography1,SubGeography2,GDP
2023,INDIA,WR,CG,3676920.96
2023,INDIA,WR,MH,28500725.73
2023,INDIA,SR,TN,19978891.14
2023,INDIA,WR,GA,774737.7922
2024,INDIA,WR,CG,3877512.454
2024,INDIA,ER,SK,330634.0661
2024,INDIA,WR,GJ,20837222.02
2024,INDIA,NR,UK,2817831.373
2024,INDIA,NR,HP,1833552.569
2024,INDIA,SR,AP,10803929.24
2024,INDIA,NER,AS,4019907.793
2024,INDIA,NR,DL,9085542.694
2024,INDIA,SR,TN,21127579.9
2024,INDIA,NR,UP,17299930.45
2024,INDIA,SR,KA,18792938.85
2024,INDIA,WR,MH,30160768.09
2024,INDIA,NR,RJ,10353092.12
2024,INDIA,ER,OD,6292662.734
2024,INDIA,NER,NE,2278992.526
2024,INDIA,WR,GA,804280.7971
2024,INDIA,SR,KL,8169391.79
2024,INDIA,ER,BR,6707141.352
2024,INDIA,SR,TS,10029932.35
2024,INDIA,WR,MP,9147970.941
2024,INDIA,NR,JK,1825628.228
2024,INDIA,ER,JH,3603129.47
2024,INDIA,ER,WB,12399275.57
2024,INDIA,NR,HR,8764252.415
2024,INDIA,NR,PB,6689530.908
2025,INDIA,NR,DL,9659533.817
2025,INDIA,WR,GA,842800.3784
2025,INDIA,SR,KA,20047014.16
2025,INDIA,SR,TN,22458746.86
2025,INDIA,NR,PB,7082888.849
2025,INDIA,SR,KL,8675273.96
2025,INDIA,NR,RJ,10948387.87
2025,INDIA,NR,UP,18369570.98
2025,INDIA,SR,AP,11492711.34
2025,INDIA,WR,CG,4110356.525
2025,INDIA,NR,HP,1948683.203
2025,INDIA,SR,TS,10668278.53
2025,INDIA,NR,JK,1929064.438
2025,INDIA,NR,UK,2997765.835
2025,INDIA,NER,NE,2420403.872
2025,INDIA,ER,BR,7136265.834
2025,INDIA,WR,MP,9717940.71
2025,INDIA,WR,GJ,22328021
2025,INDIA,NR,HR,9334458.727
2025,INDIA,WR,MH,32083834.01
2025,INDIA,NER,AS,4276764.729
2025,INDIA,ER,WB,13100433.82
2025,INDIA,ER,OD,6684664.842
2025,INDIA,ER,SK,351072.2982
2025,INDIA,ER,JH,3825099.353
2026,INDIA,NR,DL,10264627.7
2026,INDIA,WR,CG,4354993.654
2026,INDIA,SR,AP,12219262.86
2026,INDIA,NR,UK,3187587.774
2026,INDIA,WR,MP,10318235.95
2026,INDIA,NR,JK,2037336.982
2026,INDIA,SR,TN,23861791.06
2026,INDIA,NER,AS,4547747.764
2026,INDIA,ER,BR,7589030.902
2026,INDIA,NR,RJ,11572095.59
2026,INDIA,WR,MH,34112367.77
2026,INDIA,SR,KL,9207853.763
2026,INDIA,NR,UP,19495546.36
2026,INDIA,NR,HR,9906436.944
2026,INDIA,SR,TS,11341550.44
2026,INDIA,ER,SK,372586.6309
2026,INDIA,ER,JH,4058703.382
2026,INDIA,SR,KA,21307217.43
2026,INDIA,WR,GA,886752.0273
2026,INDIA,NR,HP,2070002.445
2026,INDIA,WR,GJ,23833671.01
2026,INDIA,ER,OD,7097518.94
2026,INDIA,NER,NE,2567017.226
2026,INDIA,ER,WB,13834287.09
2026,INDIA,NR,PB,7495614.067
2027,INDIA,NR,PB,7924313.36
2027,INDIA,ER,JH,4302186.67
2027,INDIA,SR,TN,25326659.44
2027,INDIA,ER,WB,14594366.01
2027,INDIA,SR,AP,12978510.7
2027,INDIA,ER,SK,395016.5725
2027,INDIA,NER,NE,2717517.371
2027,INDIA,SR,KA,22623569.17
2027,INDIA,NR,UP,20669461
2027,INDIA,NR,UK,3385976.522
2027,INDIA,NR,RJ,12218874.2
2027,INDIA,ER,OD,7528194.418
2027,INDIA,SR,KL,9763172.703
2027,INDIA,WR,MP,10944451.67
2027,INDIA,ER,BR,8062300.223
2027,INDIA,WR,GJ,25334107.6
2027,INDIA,NR,HR,10502753.26
2027,INDIA,NR,DL,10896513.98
2027,INDIA,NER,AS,4830974.24
2027,INDIA,NR,JK,2149494.538
2027,INDIA,WR,CG,4609490.276
2027,INDIA,SR,TS,12045029.15
2027,INDIA,WR,MH,36232209.03
2027,INDIA,NR,HP,2196634.594
2027,INDIA,WR,GA,936705.8111
2028,INDIA,WR,CG,4875780.517
2028,INDIA,SR,KA,24006086.9
2028,INDIA,SR,KL,10345450.28
2028,INDIA,NR,RJ,12893660.85
2028,INDIA,NR,UK,3594442.995
2028,INDIA,ER,JH,4557399.025
2028,INDIA,NER,NE,2875659.959
2028,INDIA,WR,GJ,26912010.87
2028,INDIA,NR,HR,11127938.43
2028,INDIA,NR,UP,21900234.26
2028,INDIA,ER,OD,7979964.523
2028,INDIA,WR,GA,988849.2921
2028,INDIA,NR,HP,2329542.548
2028,INDIA,NR,DL,11559999.8
2028,INDIA,ER,SK,418532.5438
2028,INDIA,SR,TN,26864493.74
2028,INDIA,NER,AS,5128601.351
2028,INDIA,NR,JK,2266395.457
2028,INDIA,SR,AP,13776236.18
2028,INDIA,SR,TS,12784070.29
2028,INDIA,NR,PB,8372250.655
2028,INDIA,ER,BR,8559679.019
2028,INDIA,ER,WB,15386489.74
2028,INDIA,WR,MH,38459499.58
2028,INDIA,WR,MP,11601347.33
2029,INDIA,WR,MH,40823524.79
2029,INDIA,ER,JH,4827729.349
2029,INDIA,WR,MP,12297615.36
2029,INDIA,ER,SK,443446.4726
2029,INDIA,NER,NE,3043025.835
2029,INDIA,SR,TS,13568395.65
2029,INDIA,WR,GA,1043890.762
2029,INDIA,NR,HR,11790285.46
2029,INDIA,SR,KA,25472975.67
2029,INDIA,NR,DL,12263830.17
2029,INDIA,ER,WB,16221534.11
2029,INDIA,NR,UP,23204190.59
2029,INDIA,SR,AP,14622928.44
2029,INDIA,NR,RJ,13605651.62
2029,INDIA,SR,KL,10962405.92
2029,INDIA,NR,UK,3815727.161
2029,INDIA,ER,OD,8458807.656
2029,INDIA,NER,AS,5444540.315
2029,INDIA,WR,CG,5157431.246
2029,INDIA,NR,PB,8845474.783
2029,INDIA,WR,GJ,28588063.83
2029,INDIA,NR,JK,2389643.367
2029,INDIA,ER,BR,9087701.368
2029,INDIA,SR,TN,28495578.35
2029,INDIA,NR,HP,2470481.068
2030,INDIA,NR,UK,4050616.127
2030,INDIA,SR,AP,15521589.4
2030,INDIA,ER,BR,9648252.848
2030,INDIA,ER,SK,469841.3519
2030,INDIA,NR,DL,13010455.15
2030,INDIA,SR,TN,30225560.45
2030,INDIA,WR,GJ,30368364.1
2030,INDIA,NR,HR,12492000.34
2030,INDIA,WR,CG,5455327.249
2030,INDIA,WR,MH,43332668.24
2030,INDIA,NR,PB,9345411.472
2030,INDIA,SR,TS,14400776.48
2030,INDIA,NR,JK,2519582.321
2030,INDIA,NER,AS,5779916.372
2030,INDIA,ER,WB,17101821.06
2030,INDIA,WR,MP,13035612.51
2030,INDIA,NR,UP,24585675.7
2030,INDIA,ER,JH,5114071.971
2030,INDIA,SR,KA,27029377.82
2030,INDIA,WR,GA,1101991.039
2030,INDIA,SR,KL,11616102.13
2030,INDIA,ER,OD,8966344.065
2030,INDIA,NER,NE,3220154.13
2030,INDIA,NR,RJ,14356894.59
2030,INDIA,NR,HP,2619934.746
2031,INDIA,WR,CG,5770404.206
2031,INDIA,WR,GA,1163319.851
2031,INDIA,WR,GJ,32259387.69
2031,INDIA,SR,KL,12308723.94
2031,INDIA,WR,MH,45995826.94
2031,INDIA,NER,NE,3407615.557
2031,INDIA,SR,KA,28680748.72
2031,INDIA,SR,AP,16475404.81
2031,INDIA,ER,SK,497805.0955
2031,INDIA,SR,TS,15284153.39
2031,INDIA,SR,TN,32060428.79
2031,INDIA,WR,MP,13817836.42
2031,INDIA,NR,DL,13802473.43
2031,INDIA,NR,PB,9873566.749
2031,INDIA,ER,WB,18029797.93
2031,INDIA,ER,BR,10243334.92
2031,INDIA,NER,AS,6135923.819
2031,INDIA,NR,UP,26049293.02
2031,INDIA,ER,JH,5417374.061
2031,INDIA,NR,UK,4299945.281
2031,INDIA,ER,OD,9504290.841
2031,INDIA,NR,RJ,15149550.4
2031,INDIA,NR,HP,2778417.376
2031,INDIA,NR,HR,13235419.84
2031,INDIA,NR,JK,2656574.998
2032,INDIA,SR,KL,13042586.18
2032,INDIA,ER,OD,10074467.71
2032,INDIA,NR,DL,14642641.28
2032,INDIA,NR,RJ,15985898.47
2032,INDIA,NR,HP,2946473.718
2032,INDIA,NR,UP,27599918.96
2032,INDIA,WR,MH,48822442.69
2032,INDIA,SR,KA,30432875.81
2032,INDIA,WR,CG,6103651.622
2032,INDIA,SR,TS,16221646.73
2032,INDIA,WR,GJ,34268012.43
2032,INDIA,NER,AS,6513830.251
2032,INDIA,NR,JK,2801003.706
2032,INDIA,WR,GA,1228056.331
2032,INDIA,NR,HR,14023019.25
2032,INDIA,WR,MP,14646934.02
2032,INDIA,ER,WB,19008044.25
2032,INDIA,SR,TN,34006534.32
2032,INDIA,NR,PB,10431531.45
2032,INDIA,ER,SK,527430.8294
2032,INDIA,ER,JH,5738638.741
2032,INDIA,ER,BR,10875072.05
2032,INDIA,NER,NE,3606014.27
2032,INDIA,NR,UK,4564601.243
2032,INDIA,SR,AP,17487755.45
2033,INDIA,ER,WB,20039278.87
2033,INDIA,NR,DL,15533882.16
2033,INDIA,WR,GJ,36401542.86
2033,INDIA,SR,KL,13820141.14
2033,INDIA,SR,AP,18562229.1
2033,INDIA,WR,MP,15525710.48
2033,INDIA,NR,UK,4845525.007
2033,INDIA,NR,RJ,16868343.5
2033,INDIA,NR,PB,11020986
2033,INDIA,SR,TS,17216567.54
2033,INDIA,ER,SK,558817.2004
2033,INDIA,NR,HR,14857420.62
2033,INDIA,NR,HP,3124681.362
2033,INDIA,WR,CG,6456115.911
2033,INDIA,ER,BR,11545719.25
2033,INDIA,SR,TN,36070612.11
2033,INDIA,NER,AS,6914981.052
2033,INDIA,NR,JK,2953271.441
2033,INDIA,WR,GA,1296389.539
2033,INDIA,ER,OD,10678803.13
2033,INDIA,WR,MH,51822535.44
2033,INDIA,NER,NE,3815989.826
2033,INDIA,NR,UP,29242719.11
2033,INDIA,SR,KA,32291898.8
2033,INDIA,ER,JH,6078928.394
2034,INDIA,ER,BR,12257670.11
2034,INDIA,WR,GJ,38667736.73
2034,INDIA,NER,AS,7340804.162
2034,INDIA,NR,PB,11643705.44
2034,INDIA,NR,UP,30983165.32
2034,INDIA,SR,TN,38259804.49
2034,INDIA,SR,KA,34264331.08
2034,INDIA,WR,GA,1368519.006
2034,INDIA,SR,TS,18272429.21
2034,INDIA,ER,SK,592068.7035
2034,INDIA,WR,CG,6828903.671
2034,INDIA,NR,HR,15741401.38
2034,INDIA,NR,HP,3313652.697
2034,INDIA,ER,JH,6439368.155
2034,INDIA,NR,JK,3113803.008
2034,INDIA,NR,DL,16479296.79
2034,INDIA,WR,MH,55006738.62
2034,INDIA,SR,AP,19702633.18
2034,INDIA,ER,OD,11319340.85
2034,INDIA,ER,WB,21126367.48
2034,INDIA,NR,UK,5143715.27
2034,INDIA,NER,NE,4038219.261
2034,INDIA,NR,RJ,17799422.36
2034,INDIA,WR,MP,16457138.63
2034,INDIA,SR,KL,14643986.76
2035,INDIA,WR,MH,58386336.69
2035,INDIA,NR,PB,12301564.76
2035,INDIA,ER,SK,627296.0272
2035,INDIA,NR,UP,32827053.91
2035,INDIA,ER,OD,11998246.69
2035,INDIA,SR,TS,19392959.83
2035,INDIA,NR,HP,3514037.015
2035,INDIA,NR,RJ,18781811.29
2035,INDIA,WR,MP,17444368.97
2035,INDIA,NR,DL,17482173.94
2035,INDIA,ER,JH,6821149.618
2035,INDIA,NR,HR,16677903.6
2035,INDIA,WR,CG,7223185.137
2035,INDIA,NR,JK,3283046.2
2035,INDIA,WR,GJ,41074833.06
2035,INDIA,ER,WB,22272330.52
2035,INDIA,NER,AS,7792815.14
2035,INDIA,ER,BR,13013465.27
2035,INDIA,SR,KA,36357082.46
2035,INDIA,NR,UK,5460231.972
2035,INDIA,SR,TN,40581685.7
2035,INDIA,SR,AP,20913008.17
2035,INDIA,WR,GA,1444655.32
2035,INDIA,SR,KL,15516875.28
2035,INDIA,NER,NE,4273419.296
2036,INDIA,WR,GJ,43631581.94
2036,INDIA,WR,MP,18490740.29
2036,INDIA,ER,BR,13815801.48
2036,INDIA,ER,OD,12717815.93
2036,INDIA,NER,NE,4522348.664
2036,INDIA,ER,WB,23480351.53
2036,INDIA,ER,JH,7225534.752
2036,INDIA,ER,SK,664616.4212
2036,INDIA,WR,GA,1525020.73
2036,INDIA,WR,MH,61973304.94
2036,INDIA,NER,AS,8272622.531
2036,INDIA,WR,CG,7640197.841
2036,INDIA,NR,HR,17670043.72
2036,INDIA,NR,JK,3461473.038
2036,INDIA,NR,UK,5796200.037
2036,INDIA,SR,KA,38577483.22
2036,INDIA,NR,UP,34780524.81
2036,INDIA,SR,TN,43044287.98
2036,INDIA,SR,KL,16441722.32
2036,INDIA,SR,TS,20582115.27
2036,INDIA,SR,AP,22197641.9
2036,INDIA,NR,PB,12996544.53
2036,INDIA,NR,HP,3726522.723
2036,INDIA,NR,RJ,19818333.64
2036,INDIA,NR,DL,18546001.77
2037,INDIA,NR,RJ,20911967.87
2037,INDIA,WR,MP,19599790.91
2037,INDIA,NR,UP,36850081.94
2037,INDIA,NR,JK,3649581.082
2037,INDIA,ER,JH,7653860.056
2037,INDIA,WR,MH,65780351.72
2037,INDIA,ER,OD,13480480.97
2037,INDIA,SR,TN,45656129.18
2037,INDIA,NER,AS,8781933.568
2037,INDIA,SR,KA,40933309.7
2037,INDIA,WR,GA,1609849.8
2037,INDIA,ER,WB,24753785.92
2037,INDIA,NR,UK,6152813.365
2037,INDIA,ER,BR,14667541.15
2037,INDIA,WR,CG,8081250.471
2037,INDIA,NR,HP,3951839.705
2037,INDIA,ER,SK,704154.0841
2037,INDIA,NR,DL,19674479.94
2037,INDIA,SR,AP,23561084.63
2037,INDIA,NR,HR,18721122.87
2037,INDIA,SR,TS,21844093.1
2037,INDIA,NR,PB,13730736.8
2037,INDIA,SR,KL,17421616.68
2037,INDIA,WR,GJ,46347276.23
2037,INDIA,NER,NE,4785810.581
2038,INDIA,SR,KL,18459830.52
2038,INDIA,ER,WB,26096170.28
2038,INDIA,NR,RJ,22065856.07
2038,INDIA,ER,BR,15571722.57
2038,INDIA,NER,NE,5064655.36
2038,INDIA,SR,AP,25008165.14
2038,INDIA,ER,SK,746040.5754
2038,INDIA,NR,DL,20871532.42
2038,INDIA,NR,UK,6531339.046
2038,INDIA,SR,KA,43432811.44
2038,INDIA,ER,OD,14288819.52
2038,INDIA,WR,MP,20775270.57
2038,INDIA,NR,UP,39042614.78
2038,INDIA,ER,JH,8107540.955
2038,INDIA,WR,MH,69820963.28
2038,INDIA,NR,HR,19834637.79
2038,INDIA,NR,HP,4190761.812
2038,INDIA,SR,TS,23183347.36
2038,INDIA,NR,PB,14506351.43
2038,INDIA,SR,TN,48426242.16
2038,INDIA,WR,GJ,49231785.2
2038,INDIA,NR,JK,3847894.808
2038,INDIA,WR,GA,1699390.083
2038,INDIA,NER,AS,9322560.217
2038,INDIA,WR,CG,8547726.962
2039,INDIA,NER,AS,9896425.598
2039,INDIA,NR,UK,6933121.847
2039,INDIA,ER,OD,15145563.32
2039,INDIA,NR,RJ,23283312.98
2039,INDIA,ER,JH,8588076.453
2039,INDIA,WR,GA,1793902.843
2039,INDIA,WR,MH,74109451.36
2039,INDIA,NR,JK,4056967.066
2039,INDIA,NR,DL,22141321.03
2039,INDIA,WR,CG,9041090.817
2039,INDIA,NR,UP,41365421.17
2039,INDIA,SR,AP,26544007.69
2039,INDIA,NR,HR,21014292.41
2039,INDIA,ER,SK,790415.2506
2039,INDIA,SR,KL,19559830.26
2039,INDIA,SR,KA,46084739.89
2039,INDIA,ER,WB,27511232.13
2039,INDIA,ER,BR,16531570.61
2039,INDIA,WR,GJ,52295590.2
2039,INDIA,NER,NE,5359783.175
2039,INDIA,NR,HP,4444109.509
2039,INDIA,SR,TS,24604604.18
2039,INDIA,WR,MP,22021153.07
2039,INDIA,NR,PB,15325722.65
2039,INDIA,SR,TN,51364205.83
2040,INDIA,NER,NE,5672146.995
2040,INDIA,NR,UP,43826231.49
2040,INDIA,ER,JH,9097054.066
2040,INDIA,NR,HR,22264010.15
2040,INDIA,WR,CG,9562889.672
2040,INDIA,SR,AP,28174050.18
2040,INDIA,SR,TS,26112878.4
2040,INDIA,NR,UK,7359588.972
2040,INDIA,WR,MP,23341649.64
2040,INDIA,NR,HP,4712752.683
2040,INDIA,NR,RJ,24567835.42
2040,INDIA,ER,OD,16053607.27
2040,INDIA,ER,WB,29002900.2
2040,INDIA,NR,PB,16191316.12
2040,INDIA,WR,GJ,55549822.61
2040,INDIA,SR,TN,54480178.17
2040,INDIA,SR,KL,20725288.14
2040,INDIA,WR,GA,1893663.811
2040,INDIA,ER,SK,837425.723
2040,INDIA,WR,MH,78661003.61
2040,INDIA,NR,JK,4277380.611
2040,INDIA,NER,AS,10505570.79
2040,INDIA,NR,DL,23488259.92
2040,INDIA,SR,KA,48898378.93
2040,INDIA,ER,BR,17550508.28
2041,INDIA,NR,HR,23587946.86
2041,INDIA,ER,SK,887228.3526
2041,INDIA,NR,DL,24917030.78
2041,INDIA,NR,UK,7812255.099
2041,INDIA,WR,CG,10114760.13
2041,INDIA,NR,HP,4997613.612
2041,INDIA,WR,MP,24741223.09
2041,INDIA,NR,JK,4509749.716
2041,INDIA,NR,RJ,25923112.31
2041,INDIA,ER,OD,17016019.19
2041,INDIA,SR,TN,57784931.15
2041,INDIA,ER,WB,30575315.29
2041,INDIA,WR,GJ,59006304.12
2041,INDIA,SR,KL,21960094.35
2041,INDIA,NR,PB,17105736.25
2041,INDIA,SR,KA,51883577.24
2041,INDIA,SR,TS,27713491.18
2041,INDIA,SR,AP,29904063.21
2041,INDIA,ER,BR,18632168.79
2041,INDIA,NER,NE,6002755.685
2041,INDIA,NR,UP,46433234.28
2041,INDIA,WR,GA,1998963.988
2041,INDIA,NER,AS,11152162.08
2041,INDIA,ER,JH,9636155.039
2041,INDIA,WR,MH,83491737.16
