ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,LPG
URBAN,Q1,INDIA,WR,MH,2026,4457.191252
URBAN,Q1,INDIA,WR,MH,2027,4455.685401
URBAN,Q1,INDIA,WR,MH,2028,4454.180059
URBAN,Q1,INDIA,WR,MH,2029,4452.675224
URBAN,Q1,INDIA,WR,MH,2030,4451.170899
URBAN,Q1,INDIA,WR,MH,2031,4449.667081
URBAN,Q1,INDIA,SR,AP,2021,2987.052092
URBAN,Q1,INDIA,SR,AP,2022,2949.22331
URBAN,Q1,INDIA,SR,AP,2023,2911.873602
URBAN,Q1,INDIA,SR,AP,2024,2874.9969
URBAN,Q1,INDIA,SR,AP,2025,2838.587213
URBAN,Q1,INDIA,SR,AP,2026,2802.638628
URBAN,Q1,INDIA,SR,AP,2027,2767.145305
URBAN,Q1,INDIA,SR,AP,2028,2732.101479
URBAN,Q1,INDIA,SR,AP,2029,2697.501456
URBAN,Q1,INDIA,SR,AP,2030,2663.339617
URBAN,Q1,INDIA,SR,AP,2031,2629.610411
URBAN,Q1,INDIA,SR,KA,2021,3987.554836
URBAN,Q1,INDIA,SR,KA,2022,3972.674566
URBAN,Q1,INDIA,SR,KA,2023,3957.849824
URBAN,Q1,INDIA,SR,KA,2024,3943.080403
URBAN,Q1,INDIA,SR,KA,2025,3928.366097
URBAN,Q1,INDIA,SR,KA,2026,3913.706701
URBAN,Q1,INDIA,SR,KA,2027,3899.102008
URBAN,Q1,INDIA,SR,KA,2028,3884.551815
URBAN,Q1,INDIA,SR,KA,2029,3870.055919
URBAN,Q1,INDIA,SR,KA,2030,3855.614117
URBAN,Q1,INDIA,SR,KA,2031,3841.226207
URBAN,Q1,INDIA,WR,GA,2021,3540.631365
URBAN,Q1,INDIA,WR,GA,2022,3493.292053
URBAN,Q1,INDIA,WR,GA,2023,3446.585681
URBAN,Q1,INDIA,WR,GA,2024,3400.503788
URBAN,Q1,INDIA,WR,GA,2025,3355.038023
URBAN,Q1,INDIA,WR,GA,2026,3310.18015
URBAN,Q1,INDIA,WR,GA,2027,3265.92204
URBAN,Q1,INDIA,WR,GA,2028,3222.255674
URBAN,Q1,INDIA,WR,GA,2029,3179.173141
URBAN,Q1,INDIA,WR,GA,2030,3136.666634
URBAN,Q1,INDIA,WR,GA,2031,3094.728452
URBAN,Q1,INDIA,SR,KL,2021,3900.323098
URBAN,Q1,INDIA,SR,KL,2022,3867.34603
URBAN,Q1,INDIA,SR,KL,2023,3834.647782
URBAN,Q1,INDIA,SR,KL,2024,3802.225996
URBAN,Q1,INDIA,SR,KL,2025,3770.078335
URBAN,Q1,INDIA,SR,KL,2026,3738.202482
URBAN,Q1,INDIA,SR,KL,2027,3706.596137
URBAN,Q1,INDIA,SR,KL,2028,3675.257022
URBAN,Q1,INDIA,SR,KL,2029,3644.182879
URBAN,Q1,INDIA,SR,KL,2030,3613.371466
URBAN,Q1,INDIA,SR,KL,2031,3582.820562
URBAN,Q1,INDIA,SR,TN,2021,3165.949408
URBAN,Q1,INDIA,SR,TN,2022,3149.270345
URBAN,Q1,INDIA,SR,TN,2023,3132.679152
URBAN,Q1,INDIA,SR,TN,2024,3116.175366
URBAN,Q1,INDIA,SR,TN,2025,3099.758526
URBAN,Q1,INDIA,SR,TN,2026,3083.428174
URBAN,Q1,INDIA,SR,TN,2027,3067.183855
URBAN,Q1,INDIA,SR,TN,2028,3051.025116
URBAN,Q1,INDIA,SR,TN,2029,3034.951505
URBAN,Q1,INDIA,SR,TN,2030,3018.962574
URBAN,Q1,INDIA,SR,TN,2031,3003.057877
URBAN,Q1,INDIA,SR,TS,2021,2987.052092
URBAN,Q1,INDIA,SR,TS,2022,2949.22331
URBAN,Q1,INDIA,SR,TS,2023,2911.873602
URBAN,Q1,INDIA,SR,TS,2024,2874.9969
URBAN,Q1,INDIA,SR,TS,2025,2838.587213
URBAN,Q1,INDIA,SR,TS,2026,2802.638628
URBAN,Q1,INDIA,SR,TS,2027,2767.145305
URBAN,Q1,INDIA,SR,TS,2028,2732.101479
URBAN,Q1,INDIA,SR,TS,2029,2697.501456
URBAN,Q1,INDIA,SR,TS,2030,2663.339617
URBAN,Q1,INDIA,SR,TS,2031,2629.610411
URBAN,Q2,INDIA,NR,JK,2021,4094.662878
URBAN,Q2,INDIA,NR,JK,2022,4086.446419
URBAN,Q2,INDIA,NR,JK,2023,4078.246448
URBAN,Q2,INDIA,NR,JK,2024,4070.062931
URBAN,Q2,INDIA,NR,JK,2025,4061.895836
URBAN,Q2,INDIA,NR,JK,2026,4053.745128
URBAN,Q2,INDIA,NR,JK,2027,4045.610776
URBAN,Q2,INDIA,NR,JK,2028,4037.492747
URBAN,Q2,INDIA,NR,JK,2029,4029.391008
URBAN,Q2,INDIA,NR,JK,2030,4021.305526
URBAN,Q2,INDIA,NR,JK,2031,4013.236268
URBAN,Q2,INDIA,NR,HP,2021,3197.194927
URBAN,Q2,INDIA,NR,HP,2022,3197.194927
URBAN,Q2,INDIA,NR,HP,2023,3197.194927
URBAN,Q2,INDIA,NR,HP,2024,3197.194927
URBAN,Q2,INDIA,NR,HP,2025,3197.194927
URBAN,Q2,INDIA,NR,HP,2026,3197.194927
URBAN,Q2,INDIA,NR,HP,2027,3197.194927
URBAN,Q2,INDIA,NR,HP,2028,3197.194927
URBAN,Q2,INDIA,NR,HP,2029,3197.194927
URBAN,Q2,INDIA,NR,HP,2030,3197.194927
URBAN,Q2,INDIA,NR,HP,2031,3197.194927
URBAN,Q2,INDIA,NR,PB,2021,2783.377643
URBAN,Q2,INDIA,NR,PB,2022,2727.71009
URBAN,Q2,INDIA,NR,PB,2023,2673.155889
URBAN,Q2,INDIA,NR,PB,2024,2619.692771
URBAN,Q2,INDIA,NR,PB,2025,2567.298915
URBAN,Q2,INDIA,NR,PB,2026,2515.952937
URBAN,Q2,INDIA,NR,PB,2027,2465.633878
URBAN,Q2,INDIA,NR,PB,2028,2416.321201
URBAN,Q2,INDIA,NR,PB,2029,2367.994777
URBAN,Q2,INDIA,NR,PB,2030,2320.634881
URBAN,Q2,INDIA,NR,PB,2031,2274.222184
URBAN,Q2,INDIA,WR,UT,2021,2702.216272
URBAN,Q2,INDIA,WR,UT,2022,2648.171946
URBAN,Q2,INDIA,WR,UT,2023,2595.208507
URBAN,Q2,INDIA,WR,UT,2024,2543.304337
URBAN,Q2,INDIA,WR,UT,2025,2492.438251
URBAN,Q2,INDIA,WR,UT,2026,2442.589486
URBAN,Q2,INDIA,WR,UT,2027,2393.737696
URBAN,Q2,INDIA,WR,UT,2028,2345.862942
URBAN,Q2,INDIA,WR,UT,2029,2298.945683
URBAN,Q2,INDIA,WR,UT,2030,2252.966769
URBAN,Q2,INDIA,WR,UT,2031,2207.907434
URBAN,Q2,INDIA,NR,UK,2021,3759.817128
URBAN,Q2,INDIA,NR,UK,2022,3739.524518
URBAN,Q2,INDIA,NR,UK,2023,3719.341432
URBAN,Q2,INDIA,NR,UK,2024,3699.267278
URBAN,Q2,INDIA,NR,UK,2025,3679.30147
URBAN,Q2,INDIA,NR,UK,2026,3659.443422
URBAN,Q2,INDIA,NR,UK,2027,3639.692552
URBAN,Q2,INDIA,NR,UK,2028,3620.048283
URBAN,Q2,INDIA,NR,UK,2029,3600.510038
URBAN,Q2,INDIA,NR,UK,2030,3581.077245
URBAN,Q2,INDIA,NR,UK,2031,3561.749336
URBAN,Q2,INDIA,NR,HR,2021,3499.524907
URBAN,Q2,INDIA,NR,HR,2022,3469.539227
URBAN,Q2,INDIA,NR,HR,2023,3439.810479
URBAN,Q2,INDIA,NR,HR,2024,3410.336462
URBAN,Q2,INDIA,NR,HR,2025,3381.114994
URBAN,Q2,INDIA,NR,HR,2026,3352.143909
URBAN,Q2,INDIA,NR,HR,2027,3323.421063
URBAN,Q2,INDIA,NR,HR,2028,3294.944329
URBAN,Q2,INDIA,NR,HR,2029,3266.711598
URBAN,Q2,INDIA,NR,HR,2030,3238.720779
URBAN,Q2,INDIA,NR,HR,2031,3210.969799
URBAN,Q2,INDIA,NR,DL,2021,3420.585275
URBAN,Q2,INDIA,NR,DL,2022,3387.993003
URBAN,Q2,INDIA,NR,DL,2023,3355.711279
URBAN,Q2,INDIA,NR,DL,2024,3323.737144
URBAN,Q2,INDIA,NR,DL,2025,3292.067667
URBAN,Q2,INDIA,NR,DL,2026,3260.699946
URBAN,Q2,INDIA,NR,DL,2027,3229.631105
URBAN,Q2,INDIA,NR,DL,2028,3198.858296
URBAN,Q2,INDIA,NR,DL,2029,3168.378699
URBAN,Q2,INDIA,NR,DL,2030,3138.18952
URBAN,Q2,INDIA,NR,DL,2031,3108.287992
URBAN,Q2,INDIA,NR,RJ,2021,4411.928788
URBAN,Q2,INDIA,NR,RJ,2022,4411.815919
URBAN,Q2,INDIA,NR,RJ,2023,4411.703054
URBAN,Q2,INDIA,NR,RJ,2024,4411.590192
URBAN,Q2,INDIA,NR,RJ,2025,4411.477332
URBAN,Q2,INDIA,NR,RJ,2026,4411.364475
URBAN,Q2,INDIA,NR,RJ,2027,4411.251621
URBAN,Q2,INDIA,NR,RJ,2028,4411.13877
URBAN,Q2,INDIA,NR,RJ,2029,4411.025922
URBAN,Q2,INDIA,NR,RJ,2030,4410.913077
URBAN,Q2,INDIA,NR,RJ,2031,4410.800235
URBAN,Q2,INDIA,NR,UP,2021,4337.865938
URBAN,Q2,INDIA,NR,UP,2022,4319.173396
URBAN,Q2,INDIA,NR,UP,2023,4300.561403
URBAN,Q2,INDIA,NR,UP,2024,4282.029611
URBAN,Q2,INDIA,NR,UP,2025,4263.577676
URBAN,Q2,INDIA,NR,UP,2026,4245.205254
URBAN,Q2,INDIA,NR,UP,2027,4226.912001
URBAN,Q2,INDIA,NR,UP,2028,4208.697576
URBAN,Q2,INDIA,NR,UP,2029,4190.561641
URBAN,Q2,INDIA,NR,UP,2030,4172.503855
URBAN,Q2,INDIA,NR,UP,2031,4154.523884
URBAN,Q2,INDIA,ER,BR,2021,4461.069227
URBAN,Q2,INDIA,ER,BR,2022,4438.176665
URBAN,Q2,INDIA,ER,BR,2023,4415.401579
URBAN,Q2,INDIA,ER,BR,2024,4392.743366
URBAN,Q2,INDIA,ER,BR,2025,4370.201427
URBAN,Q2,INDIA,ER,BR,2026,4347.775165
URBAN,Q2,INDIA,ER,BR,2027,4325.463986
URBAN,Q2,INDIA,ER,BR,2028,4303.2673
URBAN,Q2,INDIA,ER,BR,2029,4281.184519
URBAN,Q2,INDIA,ER,BR,2030,4259.215059
URBAN,Q2,INDIA,ER,BR,2031,4237.358338
URBAN,Q2,INDIA,NER,NE,2021,3577.438124
URBAN,Q2,INDIA,NER,NE,2022,3552.549872
URBAN,Q2,INDIA,NER,NE,2023,3527.834767
URBAN,Q2,INDIA,NER,NE,2024,3503.291605
URBAN,Q2,INDIA,NER,NE,2025,3478.919191
URBAN,Q2,INDIA,NER,NE,2026,3454.716335
URBAN,Q2,INDIA,NER,NE,2027,3430.681859
URBAN,Q2,INDIA,NER,NE,2028,3406.81459
URBAN,Q2,INDIA,NER,NE,2029,3383.113366
URBAN,Q2,INDIA,NER,NE,2030,3359.577032
URBAN,Q2,INDIA,NER,NE,2031,3336.20444
URBAN,Q2,INDIA,NER,AS,2021,3401.130147
URBAN,Q2,INDIA,NER,AS,2022,3386.514724
URBAN,Q2,INDIA,NER,AS,2023,3371.962107
URBAN,Q2,INDIA,NER,AS,2024,3357.472026
URBAN,Q2,INDIA,NER,AS,2025,3343.044212
URBAN,Q2,INDIA,NER,AS,2026,3328.678397
URBAN,Q2,INDIA,NER,AS,2027,3314.374316
URBAN,Q2,INDIA,NER,AS,2028,3300.131702
URBAN,Q2,INDIA,NER,AS,2029,3285.950292
URBAN,Q2,INDIA,NER,AS,2030,3271.829823
URBAN,Q2,INDIA,NER,AS,2031,3257.770033
URBAN,Q2,INDIA,ER,WB,2021,3175.66767
URBAN,Q2,INDIA,ER,WB,2022,3164.146006
URBAN,Q2,INDIA,ER,WB,2023,3152.666144
URBAN,Q2,INDIA,ER,WB,2024,3141.227932
URBAN,Q2,INDIA,ER,WB,2025,3129.831219
URBAN,Q2,INDIA,ER,WB,2026,3118.475855
URBAN,Q2,INDIA,ER,WB,2027,3107.161689
URBAN,Q2,INDIA,ER,WB,2028,3095.888572
URBAN,Q2,INDIA,ER,WB,2029,3084.656355
URBAN,Q2,INDIA,ER,WB,2030,3073.46489
URBAN,Q2,INDIA,ER,WB,2031,3062.314028
URBAN,Q2,INDIA,ER,JH,2021,3920.341848
URBAN,Q2,INDIA,ER,JH,2022,3897.289017
URBAN,Q2,INDIA,ER,JH,2023,3874.371743
URBAN,Q2,INDIA,ER,JH,2024,3851.58923
URBAN,Q2,INDIA,ER,JH,2025,3828.940685
URBAN,Q2,INDIA,ER,JH,2026,3806.425321
URBAN,Q2,INDIA,ER,JH,2027,3784.042354
URBAN,Q2,INDIA,ER,JH,2028,3761.791006
URBAN,Q2,INDIA,ER,JH,2029,3739.670503
URBAN,Q2,INDIA,ER,JH,2030,3717.680075
URBAN,Q2,INDIA,ER,JH,2031,3695.818958
URBAN,Q2,INDIA,ER,OD,2021,3063.345117
URBAN,Q2,INDIA,ER,OD,2022,3009.739905
URBAN,Q2,INDIA,ER,OD,2023,2957.072726
URBAN,Q2,INDIA,ER,OD,2024,2905.327165
URBAN,Q2,INDIA,ER,OD,2025,2854.487096
URBAN,Q2,INDIA,ER,OD,2026,2804.536672
URBAN,Q2,INDIA,ER,OD,2027,2755.460327
URBAN,Q2,INDIA,ER,OD,2028,2707.242764
URBAN,Q2,INDIA,ER,OD,2029,2659.868957
URBAN,Q2,INDIA,ER,OD,2030,2613.324139
URBAN,Q2,INDIA,ER,OD,2031,2567.593806
URBAN,Q2,INDIA,WR,CG,2021,3667.070932
URBAN,Q2,INDIA,WR,CG,2022,3667.070932
URBAN,Q2,INDIA,WR,CG,2023,3667.070932
URBAN,Q2,INDIA,WR,CG,2024,3667.070932
URBAN,Q2,INDIA,WR,CG,2025,3667.070932
URBAN,Q2,INDIA,WR,CG,2026,3667.070932
URBAN,Q2,INDIA,WR,CG,2027,3667.070932
URBAN,Q2,INDIA,WR,CG,2028,3667.070932
URBAN,Q2,INDIA,WR,CG,2029,3667.070932
URBAN,Q2,INDIA,WR,CG,2030,3667.070932
URBAN,Q2,INDIA,WR,CG,2031,3667.070932
URBAN,Q2,INDIA,WR,MP,2021,4021.2291
URBAN,Q2,INDIA,WR,MP,2022,4000.843799
URBAN,Q2,INDIA,WR,MP,2023,3980.561839
URBAN,Q2,INDIA,WR,MP,2024,3960.382697
URBAN,Q2,INDIA,WR,MP,2025,3940.305851
URBAN,Q2,INDIA,WR,MP,2026,3920.330784
URBAN,Q2,INDIA,WR,MP,2027,3900.456979
URBAN,Q2,INDIA,WR,MP,2028,3880.683922
URBAN,Q2,INDIA,WR,MP,2029,3861.011103
URBAN,Q2,INDIA,WR,MP,2030,3841.438014
URBAN,Q2,INDIA,WR,MP,2031,3821.964149
URBAN,Q2,INDIA,WR,GJ,2021,2933.243074
URBAN,Q2,INDIA,WR,GJ,2022,2874.578212
URBAN,Q2,INDIA,WR,GJ,2023,2817.086648
URBAN,Q2,INDIA,WR,GJ,2024,2760.744915
URBAN,Q2,INDIA,WR,GJ,2025,2705.530017
URBAN,Q2,INDIA,WR,GJ,2026,2651.419416
URBAN,Q2,INDIA,WR,GJ,2027,2598.391028
URBAN,Q2,INDIA,WR,GJ,2028,2546.423207
URBAN,Q2,INDIA,WR,GJ,2029,2495.494743
URBAN,Q2,INDIA,WR,GJ,2030,2445.584848
URBAN,Q2,INDIA,WR,GJ,2031,2396.673152
URBAN,Q2,INDIA,WR,MH,2021,3404.038085
URBAN,Q2,INDIA,WR,MH,2022,3365.878198
URBAN,Q2,INDIA,WR,MH,2023,3328.146091
URBAN,Q2,INDIA,WR,MH,2024,3290.836967
URBAN,Q2,INDIA,WR,MH,2025,3253.946086
URBAN,Q2,INDIA,WR,MH,2026,3217.468758
URBAN,Q2,INDIA,WR,MH,2027,3181.400347
URBAN,Q2,INDIA,WR,MH,2028,3145.73627
URBAN,Q2,INDIA,WR,MH,2029,3110.471994
URBAN,Q2,INDIA,WR,MH,2030,3075.603036
URBAN,Q2,INDIA,WR,MH,2031,3041.124966
URBAN,Q2,INDIA,SR,AP,2021,2929.884539
URBAN,Q2,INDIA,SR,AP,2022,2892.855253
URBAN,Q2,INDIA,SR,AP,2023,2856.293961
URBAN,Q2,INDIA,SR,AP,2024,2820.194748
URBAN,Q2,INDIA,SR,AP,2025,2784.551774
URBAN,Q2,INDIA,SR,AP,2026,2749.359273
URBAN,Q2,INDIA,SR,AP,2027,2714.611552
URBAN,Q2,INDIA,SR,AP,2028,2680.30299
URBAN,Q2,INDIA,SR,AP,2029,2646.428035
URBAN,Q2,INDIA,SR,AP,2030,2612.981208
URBAN,Q2,INDIA,SR,AP,2031,2579.957099
URBAN,Q2,INDIA,SR,KA,2021,2989.292434
URBAN,Q2,INDIA,SR,KA,2022,2941.110766
URBAN,Q2,INDIA,SR,KA,2023,2893.705695
URBAN,Q2,INDIA,SR,KA,2024,2847.064702
URBAN,Q2,INDIA,SR,KA,2025,2801.175473
URBAN,Q2,INDIA,SR,KA,2026,2756.025891
URBAN,Q2,INDIA,SR,KA,2027,2711.604033
URBAN,Q2,INDIA,SR,KA,2028,2667.89817
URBAN,Q2,INDIA,SR,KA,2029,2624.896763
URBAN,Q2,INDIA,SR,KA,2030,2582.588455
URBAN,Q2,INDIA,SR,KA,2031,2540.962077
URBAN,Q2,INDIA,WR,GA,2021,3107.576414
URBAN,Q2,INDIA,WR,GA,2022,3073.818095
URBAN,Q2,INDIA,WR,GA,2023,3040.426499
URBAN,Q2,INDIA,WR,GA,2024,3007.397645
URBAN,Q2,INDIA,WR,GA,2025,2974.72759
URBAN,Q2,INDIA,WR,GA,2026,2942.412438
URBAN,Q2,INDIA,WR,GA,2027,2910.448333
URBAN,Q2,INDIA,WR,GA,2028,2878.831461
URBAN,Q2,INDIA,WR,GA,2029,2847.55805
URBAN,Q2,INDIA,WR,GA,2030,2816.62437
URBAN,Q2,INDIA,WR,GA,2031,2786.02673
URBAN,Q2,INDIA,SR,KL,2021,3228.781012
URBAN,Q2,INDIA,SR,KL,2022,3211.477908
URBAN,Q2,INDIA,SR,KL,2023,3194.267532
URBAN,Q2,INDIA,SR,KL,2024,3177.149387
URBAN,Q2,INDIA,SR,KL,2025,3160.122978
URBAN,Q2,INDIA,SR,KL,2026,3143.187813
URBAN,Q2,INDIA,SR,KL,2027,3126.343405
URBAN,Q2,INDIA,SR,KL,2028,3109.589267
URBAN,Q2,INDIA,SR,KL,2029,3092.924914
URBAN,Q2,INDIA,SR,KL,2030,3076.349865
URBAN,Q2,INDIA,SR,KL,2031,3059.863643
URBAN,Q2,INDIA,SR,TN,2021,2742.682075
URBAN,Q2,INDIA,SR,TN,2022,2713.304863
URBAN,Q2,INDIA,SR,TN,2023,2684.242314
URBAN,Q2,INDIA,SR,TN,2024,2655.491058
URBAN,Q2,INDIA,SR,TN,2025,2627.04776
URBAN,Q2,INDIA,SR,TN,2026,2598.909122
URBAN,Q2,INDIA,SR,TN,2027,2571.07188
URBAN,Q2,INDIA,SR,TN,2028,2543.532806
URBAN,Q2,INDIA,SR,TN,2029,2516.288707
URBAN,Q2,INDIA,SR,TN,2030,2489.336423
URBAN,Q2,INDIA,SR,TN,2031,2462.672828
URBAN,Q2,INDIA,SR,TS,2021,2929.884539
URBAN,Q2,INDIA,SR,TS,2022,2892.855253
URBAN,Q2,INDIA,SR,TS,2023,2856.293961
URBAN,Q2,INDIA,SR,TS,2024,2820.194748
URBAN,Q2,INDIA,SR,TS,2025,2784.551774
URBAN,Q2,INDIA,SR,TS,2026,2749.359273
URBAN,Q2,INDIA,SR,TS,2027,2714.611552
URBAN,Q2,INDIA,SR,TS,2028,2680.30299
URBAN,Q2,INDIA,SR,TS,2029,2646.428035
URBAN,Q2,INDIA,SR,TS,2030,2612.981208
URBAN,Q2,INDIA,SR,TS,2031,2579.957099
RURAL,Q2,INDIA,NR,JK,2021,4452.404695
RURAL,Q2,INDIA,NR,JK,2022,4434.559606
RURAL,Q2,INDIA,NR,JK,2023,4416.78604
RURAL,Q2,INDIA,NR,JK,2024,4399.08371
RURAL,Q2,INDIA,NR,JK,2025,4381.45233
RURAL,Q2,INDIA,NR,JK,2026,4363.891616
RURAL,Q2,INDIA,NR,JK,2027,4346.401285
RURAL,Q2,INDIA,NR,JK,2028,4328.981055
RURAL,Q2,INDIA,NR,JK,2029,4311.630644
RURAL,Q2,INDIA,NR,JK,2030,4294.349773
RURAL,Q2,INDIA,NR,JK,2031,4277.138163
RURAL,Q2,INDIA,NR,HP,2021,3929.660476
RURAL,Q2,INDIA,NR,HP,2022,3923.957205
RURAL,Q2,INDIA,NR,HP,2023,3918.262211
RURAL,Q2,INDIA,NR,HP,2024,3912.575482
RURAL,Q2,INDIA,NR,HP,2025,3906.897007
RURAL,Q2,INDIA,NR,HP,2026,3901.226773
RURAL,Q2,INDIA,NR,HP,2027,3895.564768
RURAL,Q2,INDIA,NR,HP,2028,3889.910981
RURAL,Q2,INDIA,NR,HP,2029,3884.2654
RURAL,Q2,INDIA,NR,HP,2030,3878.628012
RURAL,Q2,INDIA,NR,HP,2031,3872.998806
RURAL,Q2,INDIA,NR,PB,2021,3429.130893
RURAL,Q2,INDIA,NR,PB,2022,3377.902403
RURAL,Q2,INDIA,NR,PB,2023,3327.439227
RURAL,Q2,INDIA,NR,PB,2024,3277.72993
RURAL,Q2,INDIA,NR,PB,2025,3228.763251
RURAL,Q2,INDIA,NR,PB,2026,3180.528095
RURAL,Q2,INDIA,NR,PB,2027,3133.013534
RURAL,Q2,INDIA,NR,PB,2028,3086.208803
RURAL,Q2,INDIA,NR,PB,2029,3040.103297
RURAL,Q2,INDIA,NR,PB,2030,2994.686571
RURAL,Q2,INDIA,NR,PB,2031,2949.948334
RURAL,Q2,INDIA,WR,UT,2021,2960.900696
RURAL,Q2,INDIA,WR,UT,2022,2940.467404
RURAL,Q2,INDIA,WR,UT,2023,2920.175123
RURAL,Q2,INDIA,WR,UT,2024,2900.02288
RURAL,Q2,INDIA,WR,UT,2025,2880.009708
RURAL,Q2,INDIA,WR,UT,2026,2860.134648
RURAL,Q2,INDIA,WR,UT,2027,2840.396747
RURAL,Q2,INDIA,WR,UT,2028,2820.795057
RURAL,Q2,INDIA,WR,UT,2029,2801.328639
RURAL,Q2,INDIA,WR,UT,2030,2781.99656
RURAL,Q2,INDIA,WR,UT,2031,2762.797893
RURAL,Q2,INDIA,NR,UK,2021,3565.386873
RURAL,Q2,INDIA,NR,UK,2022,3510.352993
RURAL,Q2,INDIA,NR,UK,2023,3456.168595
RURAL,Q2,INDIA,NR,UK,2024,3402.820565
RURAL,Q2,INDIA,NR,UK,2025,3350.295993
RURAL,Q2,INDIA,NR,UK,2026,3298.58217
RURAL,Q2,INDIA,NR,UK,2027,3247.666581
RURAL,Q2,INDIA,NR,UK,2028,3197.536904
RURAL,Q2,INDIA,NR,UK,2029,3148.181009
RURAL,Q2,INDIA,NR,UK,2030,3099.586951
RURAL,Q2,INDIA,NR,UK,2031,3051.742972
RURAL,Q2,INDIA,NR,HR,2021,4204.53739
RURAL,Q2,INDIA,NR,HR,2022,4184.889886
RURAL,Q2,INDIA,NR,HR,2023,4165.334193
RURAL,Q2,INDIA,NR,HR,2024,4145.869882
RURAL,Q2,INDIA,NR,HR,2025,4126.496527
RURAL,Q2,INDIA,NR,HR,2026,4107.213702
RURAL,Q2,INDIA,NR,HR,2027,4088.020984
RURAL,Q2,INDIA,NR,HR,2028,4068.917953
RURAL,Q2,INDIA,NR,HR,2029,4049.904189
RURAL,Q2,INDIA,NR,HR,2030,4030.979274
RURAL,Q2,INDIA,NR,HR,2031,4012.142794
RURAL,Q2,INDIA,NR,DL,2021,3003.959941
RURAL,Q2,INDIA,NR,DL,2022,2990.156245
RURAL,Q2,INDIA,NR,DL,2023,2976.415979
RURAL,Q2,INDIA,NR,DL,2024,2962.738852
RURAL,Q2,INDIA,NR,DL,2025,2949.124573
RURAL,Q2,INDIA,NR,DL,2026,2935.572854
RURAL,Q2,INDIA,NR,DL,2027,2922.083408
RURAL,Q2,INDIA,NR,DL,2028,2908.655948
RURAL,Q2,INDIA,NR,DL,2029,2895.29019
RURAL,Q2,INDIA,NR,DL,2030,2881.985849
RURAL,Q2,INDIA,NR,DL,2031,2868.742644
RURAL,Q2,INDIA,NR,RJ,2021,3744.982243
RURAL,Q2,INDIA,NR,RJ,2022,3687.157393
RURAL,Q2,INDIA,NR,RJ,2023,3630.225395
RURAL,Q2,INDIA,NR,RJ,2024,3574.172462
RURAL,Q2,INDIA,NR,RJ,2025,3518.985021
RURAL,Q2,INDIA,NR,RJ,2026,3464.649708
RURAL,Q2,INDIA,NR,RJ,2027,3411.153366
RURAL,Q2,INDIA,NR,RJ,2028,3358.483041
RURAL,Q2,INDIA,NR,RJ,2029,3306.625979
RURAL,Q2,INDIA,NR,RJ,2030,3255.569621
RURAL,Q2,INDIA,NR,RJ,2031,3205.301606
RURAL,Q2,INDIA,NR,UP,2021,4373.707977
RURAL,Q2,INDIA,NR,UP,2022,4334.291997
RURAL,Q2,INDIA,NR,UP,2023,4295.231236
RURAL,Q2,INDIA,NR,UP,2024,4256.522491
RURAL,Q2,INDIA,NR,UP,2025,4218.16259
RURAL,Q2,INDIA,NR,UP,2026,4180.14839
RURAL,Q2,INDIA,NR,UP,2027,4142.476774
RURAL,Q2,INDIA,NR,UP,2028,4105.144657
RURAL,Q2,INDIA,NR,UP,2029,4068.148978
RURAL,Q2,INDIA,NR,UP,2030,4031.486704
RURAL,Q2,INDIA,NR,UP,2031,3995.154832
RURAL,Q2,INDIA,ER,BR,2021,4608.656541
RURAL,Q2,INDIA,ER,BR,2022,4608.656541
RURAL,Q2,INDIA,ER,BR,2023,4608.656541
RURAL,Q2,INDIA,ER,BR,2024,4608.656541
RURAL,Q2,INDIA,ER,BR,2025,4608.656541
RURAL,Q2,INDIA,ER,BR,2026,4608.656541
RURAL,Q2,INDIA,ER,BR,2027,4608.656541
RURAL,Q2,INDIA,ER,BR,2028,4608.656541
RURAL,Q2,INDIA,ER,BR,2029,4608.656541
RURAL,Q2,INDIA,ER,BR,2030,4608.656541
RURAL,Q2,INDIA,ER,BR,2031,4608.656541
RURAL,Q2,INDIA,NER,NE,2021,3893.372594
RURAL,Q2,INDIA,NER,NE,2022,3880.753263
RURAL,Q2,INDIA,NER,NE,2023,3868.174835
RURAL,Q2,INDIA,NER,NE,2024,3855.637176
RURAL,Q2,INDIA,NER,NE,2025,3843.140154
RURAL,Q2,INDIA,NER,NE,2026,3830.683638
RURAL,Q2,INDIA,NER,NE,2027,3818.267497
RURAL,Q2,INDIA,NER,NE,2028,3805.891599
RURAL,Q2,INDIA,NER,NE,2029,3793.555815
RURAL,Q2,INDIA,NER,NE,2030,3781.260013
RURAL,Q2,INDIA,NER,NE,2031,3769.004066
RURAL,Q2,INDIA,NER,AS,2021,4318.88225
RURAL,Q2,INDIA,NER,AS,2022,4318.88225
RURAL,Q2,INDIA,NER,AS,2023,4318.88225
RURAL,Q2,INDIA,NER,AS,2024,4318.88225
RURAL,Q2,INDIA,NER,AS,2025,4318.88225
RURAL,Q2,INDIA,NER,AS,2026,4318.88225
RURAL,Q2,INDIA,NER,AS,2027,4318.88225
RURAL,Q2,INDIA,NER,AS,2028,4318.88225
RURAL,Q2,INDIA,NER,AS,2029,4318.88225
RURAL,Q2,INDIA,NER,AS,2030,4318.88225
RURAL,Q2,INDIA,NER,AS,2031,4318.88225
RURAL,Q2,INDIA,ER,WB,2021,3042.52401
