ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,LPG
URBAN,Q3,INDIA,NR,HR,2029,3442.709678
URBAN,Q3,INDIA,NR,HR,2030,3434.71535
URBAN,Q3,INDIA,NR,HR,2031,3426.739587
URBAN,Q3,INDIA,NR,DL,2021,2325.749327
URBAN,Q3,INDIA,NR,DL,2022,2279.23434
URBAN,Q3,INDIA,NR,DL,2023,2233.649653
URBAN,Q3,INDIA,NR,DL,2024,2188.97666
URBAN,Q3,INDIA,NR,DL,2025,2145.197127
URBAN,Q3,INDIA,NR,DL,2026,2102.293185
URBAN,Q3,INDIA,NR,DL,2027,2060.247321
URBAN,Q3,INDIA,NR,DL,2028,2019.042375
URBAN,Q3,INDIA,NR,DL,2029,1978.661527
URBAN,Q3,INDIA,NR,DL,2030,1939.088296
URBAN,Q3,INDIA,NR,DL,2031,1900.306531
URBAN,Q3,INDIA,NR,RJ,2021,3393.064354
URBAN,Q3,INDIA,NR,RJ,2022,3354.685688
URBAN,Q3,INDIA,NR,RJ,2023,3316.741119
URBAN,Q3,INDIA,NR,RJ,2024,3279.225738
URBAN,Q3,INDIA,NR,RJ,2025,3242.134691
URBAN,Q3,INDIA,NR,RJ,2026,3205.463177
URBAN,Q3,INDIA,NR,RJ,2027,3169.206452
URBAN,Q3,INDIA,NR,RJ,2028,3133.359824
URBAN,Q3,INDIA,NR,RJ,2029,3097.918653
URBAN,Q3,INDIA,NR,RJ,2030,3062.878355
URBAN,Q3,INDIA,NR,RJ,2031,3028.234395
URBAN,Q3,INDIA,NR,UP,2021,3438.714939
URBAN,Q3,INDIA,NR,UP,2022,3398.285632
URBAN,Q3,INDIA,NR,UP,2023,3358.331658
URBAN,Q3,INDIA,NR,UP,2024,3318.847426
URBAN,Q3,INDIA,NR,UP,2025,3279.827413
URBAN,Q3,INDIA,NR,UP,2026,3241.266163
URBAN,Q3,INDIA,NR,UP,2027,3203.158282
URBAN,Q3,INDIA,NR,UP,2028,3165.498438
URBAN,Q3,INDIA,NR,UP,2029,3128.281365
URBAN,Q3,INDIA,NR,UP,2030,3091.501857
URBAN,Q3,INDIA,NR,UP,2031,3055.154769
URBAN,Q3,INDIA,ER,BR,2021,4137.635507
URBAN,Q3,INDIA,ER,BR,2022,4137.635507
URBAN,Q3,INDIA,ER,BR,2023,4137.635507
URBAN,Q3,INDIA,ER,BR,2024,4137.635507
URBAN,Q3,INDIA,ER,BR,2025,4137.635507
URBAN,Q3,INDIA,ER,BR,2026,4137.635507
URBAN,Q3,INDIA,ER,BR,2027,4137.635507
URBAN,Q3,INDIA,ER,BR,2028,4137.635507
URBAN,Q3,INDIA,ER,BR,2029,4137.635507
URBAN,Q3,INDIA,ER,BR,2030,4137.635507
URBAN,Q3,INDIA,ER,BR,2031,4137.635507
URBAN,Q3,INDIA,NER,NE,2021,3624.119537
URBAN,Q3,INDIA,NER,NE,2022,3623.120086
URBAN,Q3,INDIA,NER,NE,2023,3622.120911
URBAN,Q3,INDIA,NER,NE,2024,3621.122011
URBAN,Q3,INDIA,NER,NE,2025,3620.123387
URBAN,Q3,INDIA,NER,NE,2026,3619.125039
URBAN,Q3,INDIA,NER,NE,2027,3618.126965
URBAN,Q3,INDIA,NER,NE,2028,3617.129167
URBAN,Q3,INDIA,NER,NE,2029,3616.131644
URBAN,Q3,INDIA,NER,NE,2030,3615.134396
URBAN,Q3,INDIA,NER,NE,2031,3614.137424
URBAN,Q3,INDIA,NER,AS,2021,3724.953775
URBAN,Q3,INDIA,NER,AS,2022,3724.953775
URBAN,Q3,INDIA,NER,AS,2023,3724.953775
URBAN,Q3,INDIA,NER,AS,2024,3724.953775
URBAN,Q3,INDIA,NER,AS,2025,3724.953775
URBAN,Q3,INDIA,NER,AS,2026,3724.953775
URBAN,Q3,INDIA,NER,AS,2027,3724.953775
URBAN,Q3,INDIA,NER,AS,2028,3724.953775
URBAN,Q3,INDIA,NER,AS,2029,3724.953775
URBAN,Q3,INDIA,NER,AS,2030,3724.953775
URBAN,Q3,INDIA,NER,AS,2031,3724.953775
URBAN,Q3,INDIA,ER,WB,2021,2431.324834
URBAN,Q3,INDIA,ER,WB,2022,2403.613891
URBAN,Q3,INDIA,ER,WB,2023,2376.218782
URBAN,Q3,INDIA,ER,WB,2024,2349.135908
URBAN,Q3,INDIA,ER,WB,2025,2322.36171
URBAN,Q3,INDIA,ER,WB,2026,2295.89267
URBAN,Q3,INDIA,ER,WB,2027,2269.72531
URBAN,Q3,INDIA,ER,WB,2028,2243.856191
URBAN,Q3,INDIA,ER,WB,2029,2218.281916
URBAN,Q3,INDIA,ER,WB,2030,2192.999122
URBAN,Q3,INDIA,ER,WB,2031,2168.004487
URBAN,Q3,INDIA,ER,JH,2021,3247.91758
URBAN,Q3,INDIA,ER,JH,2022,3213.438724
URBAN,Q3,INDIA,ER,JH,2023,3179.325885
URBAN,Q3,INDIA,ER,JH,2024,3145.575177
URBAN,Q3,INDIA,ER,JH,2025,3112.182756
URBAN,Q3,INDIA,ER,JH,2026,3079.144818
URBAN,Q3,INDIA,ER,JH,2027,3046.4576
URBAN,Q3,INDIA,ER,JH,2028,3014.117379
URBAN,Q3,INDIA,ER,JH,2029,2982.120471
URBAN,Q3,INDIA,ER,JH,2030,2950.463233
URBAN,Q3,INDIA,ER,JH,2031,2919.142058
URBAN,Q3,INDIA,ER,OD,2021,2516.128015
URBAN,Q3,INDIA,ER,OD,2022,2465.805454
URBAN,Q3,INDIA,ER,OD,2023,2416.489345
URBAN,Q3,INDIA,ER,OD,2024,2368.159558
URBAN,Q3,INDIA,ER,OD,2025,2320.796367
URBAN,Q3,INDIA,ER,OD,2026,2274.38044
URBAN,Q3,INDIA,ER,OD,2027,2228.892831
URBAN,Q3,INDIA,ER,OD,2028,2184.314974
URBAN,Q3,INDIA,ER,OD,2029,2140.628675
URBAN,Q3,INDIA,ER,OD,2030,2097.816101
URBAN,Q3,INDIA,ER,OD,2031,2055.859779
URBAN,Q3,INDIA,WR,CG,2021,3253.39695
URBAN,Q3,INDIA,WR,CG,2022,3228.687983
URBAN,Q3,INDIA,WR,CG,2023,3204.166676
URBAN,Q3,INDIA,WR,CG,2024,3179.831604
URBAN,Q3,INDIA,WR,CG,2025,3155.681353
URBAN,Q3,INDIA,WR,CG,2026,3131.714519
URBAN,Q3,INDIA,WR,CG,2027,3107.929708
URBAN,Q3,INDIA,WR,CG,2028,3084.325539
URBAN,Q3,INDIA,WR,CG,2029,3060.900639
URBAN,Q3,INDIA,WR,CG,2030,3037.653647
URBAN,Q3,INDIA,WR,CG,2031,3014.583212
URBAN,Q3,INDIA,WR,MP,2021,3611.153909
URBAN,Q3,INDIA,WR,MP,2022,3581.766369
URBAN,Q3,INDIA,WR,MP,2023,3552.617985
URBAN,Q3,INDIA,WR,MP,2024,3523.706811
URBAN,Q3,INDIA,WR,MP,2025,3495.030915
URBAN,Q3,INDIA,WR,MP,2026,3466.588383
URBAN,Q3,INDIA,WR,MP,2027,3438.377317
URBAN,Q3,INDIA,WR,MP,2028,3410.395831
URBAN,Q3,INDIA,WR,MP,2029,3382.642059
URBAN,Q3,INDIA,WR,MP,2030,3355.114147
URBAN,Q3,INDIA,WR,MP,2031,3327.810257
URBAN,Q3,INDIA,WR,GJ,2021,2528.664856
URBAN,Q3,INDIA,WR,GJ,2022,2478.091559
URBAN,Q3,INDIA,WR,GJ,2023,2428.529728
URBAN,Q3,INDIA,WR,GJ,2024,2379.959133
URBAN,Q3,INDIA,WR,GJ,2025,2332.359951
URBAN,Q3,INDIA,WR,GJ,2026,2285.712752
URBAN,Q3,INDIA,WR,GJ,2027,2239.998497
URBAN,Q3,INDIA,WR,GJ,2028,2195.198527
URBAN,Q3,INDIA,WR,GJ,2029,2151.294556
URBAN,Q3,INDIA,WR,GJ,2030,2108.268665
URBAN,Q3,INDIA,WR,GJ,2031,2066.103292
URBAN,Q3,INDIA,WR,MH,2021,2830.38948
URBAN,Q3,INDIA,WR,MH,2022,2788.105713
URBAN,Q3,INDIA,WR,MH,2023,2746.453632
URBAN,Q3,INDIA,WR,MH,2024,2705.423801
URBAN,Q3,INDIA,WR,MH,2025,2665.006922
URBAN,Q3,INDIA,WR,MH,2026,2625.193839
URBAN,Q3,INDIA,WR,MH,2027,2585.975532
URBAN,Q3,INDIA,WR,MH,2028,2547.343115
URBAN,Q3,INDIA,WR,MH,2029,2509.287836
URBAN,Q3,INDIA,WR,MH,2030,2471.801072
URBAN,Q3,INDIA,WR,MH,2031,2434.874331
URBAN,Q3,INDIA,SR,AP,2021,2981.933688
URBAN,Q3,INDIA,SR,AP,2022,2980.269891
URBAN,Q3,INDIA,SR,AP,2023,2978.607023
URBAN,Q3,INDIA,SR,AP,2024,2976.945083
URBAN,Q3,INDIA,SR,AP,2025,2975.28407
URBAN,Q3,INDIA,SR,AP,2026,2973.623983
URBAN,Q3,INDIA,SR,AP,2027,2971.964823
URBAN,Q3,INDIA,SR,AP,2028,2970.306589
URBAN,Q3,INDIA,SR,AP,2029,2968.64928
URBAN,Q3,INDIA,SR,AP,2030,2966.992895
URBAN,Q3,INDIA,SR,AP,2031,2965.337435
URBAN,Q3,INDIA,SR,KA,2021,2935.720299
URBAN,Q3,INDIA,SR,KA,2022,2910.972218
URBAN,Q3,INDIA,SR,KA,2023,2886.432763
URBAN,Q3,INDIA,SR,KA,2024,2862.100175
URBAN,Q3,INDIA,SR,KA,2025,2837.97271
URBAN,Q3,INDIA,SR,KA,2026,2814.04864
URBAN,Q3,INDIA,SR,KA,2027,2790.326249
URBAN,Q3,INDIA,SR,KA,2028,2766.803838
URBAN,Q3,INDIA,SR,KA,2029,2743.47972
URBAN,Q3,INDIA,SR,KA,2030,2720.352224
URBAN,Q3,INDIA,SR,KA,2031,2697.419693
URBAN,Q3,INDIA,WR,GA,2021,2503.688894
URBAN,Q3,INDIA,WR,GA,2022,2453.615116
URBAN,Q3,INDIA,WR,GA,2023,2404.542814
URBAN,Q3,INDIA,WR,GA,2024,2356.451957
URBAN,Q3,INDIA,WR,GA,2025,2309.322918
URBAN,Q3,INDIA,WR,GA,2026,2263.13646
URBAN,Q3,INDIA,WR,GA,2027,2217.873731
URBAN,Q3,INDIA,WR,GA,2028,2173.516256
URBAN,Q3,INDIA,WR,GA,2029,2130.045931
URBAN,Q3,INDIA,WR,GA,2030,2087.445012
URBAN,Q3,INDIA,WR,GA,2031,2045.696112
URBAN,Q3,INDIA,SR,KL,2021,2328.494839
URBAN,Q3,INDIA,SR,KL,2022,2281.924942
URBAN,Q3,INDIA,SR,KL,2023,2236.286443
URBAN,Q3,INDIA,SR,KL,2024,2191.560714
URBAN,Q3,INDIA,SR,KL,2025,2147.7295
URBAN,Q3,INDIA,SR,KL,2026,2104.77491
URBAN,Q3,INDIA,SR,KL,2027,2062.679412
URBAN,Q3,INDIA,SR,KL,2028,2021.425824
URBAN,Q3,INDIA,SR,KL,2029,1980.997307
URBAN,Q3,INDIA,SR,KL,2030,1941.377361
URBAN,Q3,INDIA,SR,KL,2031,1902.549814
URBAN,Q3,INDIA,SR,TN,2021,2677.677531
URBAN,Q3,INDIA,SR,TN,2022,2665.890095
URBAN,Q3,INDIA,SR,TN,2023,2654.154549
URBAN,Q3,INDIA,SR,TN,2024,2642.470663
URBAN,Q3,INDIA,SR,TN,2025,2630.838212
URBAN,Q3,INDIA,SR,TN,2026,2619.256968
URBAN,Q3,INDIA,SR,TN,2027,2607.726705
URBAN,Q3,INDIA,SR,TN,2028,2596.247201
URBAN,Q3,INDIA,SR,TN,2029,2584.81823
URBAN,Q3,INDIA,SR,TN,2030,2573.439571
URBAN,Q3,INDIA,SR,TN,2031,2562.111002
URBAN,Q3,INDIA,SR,TS,2021,2981.933688
URBAN,Q3,INDIA,SR,TS,2022,2980.269891
URBAN,Q3,INDIA,SR,TS,2023,2978.607023
URBAN,Q3,INDIA,SR,TS,2024,2976.945083
URBAN,Q3,INDIA,SR,TS,2025,2975.28407
URBAN,Q3,INDIA,SR,TS,2026,2973.623983
URBAN,Q3,INDIA,SR,TS,2027,2971.964823
URBAN,Q3,INDIA,SR,TS,2028,2970.306589
URBAN,Q3,INDIA,SR,TS,2029,2968.64928
URBAN,Q3,INDIA,SR,TS,2030,2966.992895
URBAN,Q3,INDIA,SR,TS,2031,2965.337435
URBAN,Q4,INDIA,NR,JK,2021,3308.516092
URBAN,Q4,INDIA,NR,JK,2022,3307.335639
URBAN,Q4,INDIA,NR,JK,2023,3306.155607
URBAN,Q4,INDIA,NR,JK,2024,3304.975996
URBAN,Q4,INDIA,NR,JK,2025,3303.796806
URBAN,Q4,INDIA,NR,JK,2026,3302.618037
URBAN,Q4,INDIA,NR,JK,2027,3301.439688
URBAN,Q4,INDIA,NR,JK,2028,3300.26176
URBAN,Q4,INDIA,NR,JK,2029,3299.084252
URBAN,Q4,INDIA,NR,JK,2030,3297.907164
URBAN,Q4,INDIA,NR,JK,2031,3296.730497
URBAN,Q4,INDIA,NR,HP,2021,1479.861688
URBAN,Q4,INDIA,NR,HP,2022,1450.264455
URBAN,Q4,INDIA,NR,HP,2023,1421.259165
URBAN,Q4,INDIA,NR,HP,2024,1392.833982
URBAN,Q4,INDIA,NR,HP,2025,1364.977303
URBAN,Q4,INDIA,NR,HP,2026,1337.677756
URBAN,Q4,INDIA,NR,HP,2027,1310.924201
URBAN,Q4,INDIA,NR,HP,2028,1284.705717
URBAN,Q4,INDIA,NR,HP,2029,1259.011603
URBAN,Q4,INDIA,NR,HP,2030,1233.831371
URBAN,Q4,INDIA,NR,HP,2031,1209.154743
URBAN,Q4,INDIA,NR,PB,2021,2451.748101
URBAN,Q4,INDIA,NR,PB,2022,2406.305947
URBAN,Q4,INDIA,NR,PB,2023,2361.706044
URBAN,Q4,INDIA,NR,PB,2024,2317.932783
URBAN,Q4,INDIA,NR,PB,2025,2274.970841
URBAN,Q4,INDIA,NR,PB,2026,2232.805182
URBAN,Q4,INDIA,NR,PB,2027,2191.421045
URBAN,Q4,INDIA,NR,PB,2028,2150.803947
URBAN,Q4,INDIA,NR,PB,2029,2110.93967
URBAN,Q4,INDIA,NR,PB,2030,2071.814262
URBAN,Q4,INDIA,NR,PB,2031,2033.414027
URBAN,Q4,INDIA,WR,UT,2021,2233.056257
URBAN,Q4,INDIA,WR,UT,2022,2194.919187
URBAN,Q4,INDIA,WR,UT,2023,2157.433437
URBAN,Q4,INDIA,WR,UT,2024,2120.587885
URBAN,Q4,INDIA,WR,UT,2025,2084.371596
URBAN,Q4,INDIA,WR,UT,2026,2048.773825
URBAN,Q4,INDIA,WR,UT,2027,2013.784007
URBAN,Q4,INDIA,WR,UT,2028,1979.39176
URBAN,Q4,INDIA,WR,UT,2029,1945.586878
URBAN,Q4,INDIA,WR,UT,2030,1912.35933
URBAN,Q4,INDIA,WR,UT,2031,1879.699256
URBAN,Q4,INDIA,NR,UK,2021,3111.5332
URBAN,Q4,INDIA,NR,UK,2022,3111.5332
URBAN,Q4,INDIA,NR,UK,2023,3111.5332
URBAN,Q4,INDIA,NR,UK,2024,3111.5332
URBAN,Q4,INDIA,NR,UK,2025,3111.5332
URBAN,Q4,INDIA,NR,UK,2026,3111.5332
URBAN,Q4,INDIA,NR,UK,2027,3111.5332
URBAN,Q4,INDIA,NR,UK,2028,3111.5332
URBAN,Q4,INDIA,NR,UK,2029,3111.5332
URBAN,Q4,INDIA,NR,UK,2030,3111.5332
URBAN,Q4,INDIA,NR,UK,2031,3111.5332
URBAN,Q4,INDIA,NR,HR,2021,2719.010882
URBAN,Q4,INDIA,NR,HR,2022,2713.859378
URBAN,Q4,INDIA,NR,HR,2023,2708.717635
URBAN,Q4,INDIA,NR,HR,2024,2703.585633
URBAN,Q4,INDIA,NR,HR,2025,2698.463354
URBAN,Q4,INDIA,NR,HR,2026,2693.35078
URBAN,Q4,INDIA,NR,HR,2027,2688.247893
URBAN,Q4,INDIA,NR,HR,2028,2683.154674
URBAN,Q4,INDIA,NR,HR,2029,2678.071104
URBAN,Q4,INDIA,NR,HR,2030,2672.997166
URBAN,Q4,INDIA,NR,HR,2031,2667.932841
URBAN,Q4,INDIA,NR,DL,2021,1781.25406
URBAN,Q4,INDIA,NR,DL,2022,1745.628978
URBAN,Q4,INDIA,NR,DL,2023,1710.716399
URBAN,Q4,INDIA,NR,DL,2024,1676.502071
URBAN,Q4,INDIA,NR,DL,2025,1642.972029
URBAN,Q4,INDIA,NR,DL,2026,1610.112589
URBAN,Q4,INDIA,NR,DL,2027,1577.910337
URBAN,Q4,INDIA,NR,DL,2028,1546.35213
URBAN,Q4,INDIA,NR,DL,2029,1515.425088
URBAN,Q4,INDIA,NR,DL,2030,1485.116586
URBAN,Q4,INDIA,NR,DL,2031,1455.414254
URBAN,Q4,INDIA,NR,RJ,2021,3435.577717
URBAN,Q4,INDIA,NR,RJ,2022,3435.577717
URBAN,Q4,INDIA,NR,RJ,2023,3435.577717
URBAN,Q4,INDIA,NR,RJ,2024,3435.577717
URBAN,Q4,INDIA,NR,RJ,2025,3435.577717
URBAN,Q4,INDIA,NR,RJ,2026,3435.577717
URBAN,Q4,INDIA,NR,RJ,2027,3435.577717
URBAN,Q4,INDIA,NR,RJ,2028,3435.577717
URBAN,Q4,INDIA,NR,RJ,2029,3435.577717
URBAN,Q4,INDIA,NR,RJ,2030,3435.577717
URBAN,Q4,INDIA,NR,RJ,2031,3435.577717
URBAN,Q4,INDIA,NR,UP,2021,3263.226761
URBAN,Q4,INDIA,NR,UP,2022,3263.226761
URBAN,Q4,INDIA,NR,UP,2023,3263.226761
URBAN,Q4,INDIA,NR,UP,2024,3263.226761
URBAN,Q4,INDIA,NR,UP,2025,3263.226761
URBAN,Q4,INDIA,NR,UP,2026,3263.226761
URBAN,Q4,INDIA,NR,UP,2027,3263.226761
URBAN,Q4,INDIA,NR,UP,2028,3263.226761
URBAN,Q4,INDIA,NR,UP,2029,3263.226761
URBAN,Q4,INDIA,NR,UP,2030,3263.226761
URBAN,Q4,INDIA,NR,UP,2031,3263.226761
URBAN,Q4,INDIA,ER,BR,2021,3711.522768
URBAN,Q4,INDIA,ER,BR,2022,3711.522768
URBAN,Q4,INDIA,ER,BR,2023,3711.522768
URBAN,Q4,INDIA,ER,BR,2024,3711.522768
URBAN,Q4,INDIA,ER,BR,2025,3711.522768
URBAN,Q4,INDIA,ER,BR,2026,3711.522768
URBAN,Q4,INDIA,ER,BR,2027,3711.522768
URBAN,Q4,INDIA,ER,BR,2028,3711.522768
URBAN,Q4,INDIA,ER,BR,2029,3711.522768
URBAN,Q4,INDIA,ER,BR,2030,3711.522768
URBAN,Q4,INDIA,ER,BR,2031,3711.522768
URBAN,Q4,INDIA,NER,NE,2021,3188.430029
URBAN,Q4,INDIA,NER,NE,2022,3180.280371
URBAN,Q4,INDIA,NER,NE,2023,3172.151543
URBAN,Q4,INDIA,NER,NE,2024,3164.043492
URBAN,Q4,INDIA,NER,NE,2025,3155.956166
URBAN,Q4,INDIA,NER,NE,2026,3147.889511
URBAN,Q4,INDIA,NER,NE,2027,3139.843475
URBAN,Q4,INDIA,NER,NE,2028,3131.818004
URBAN,Q4,INDIA,NER,NE,2029,3123.813046
URBAN,Q4,INDIA,NER,NE,2030,3115.82855
URBAN,Q4,INDIA,NER,NE,2031,3107.864461
URBAN,Q4,INDIA,NER,AS,2021,2272.854421
URBAN,Q4,INDIA,NER,AS,2022,2254.088733
URBAN,Q4,INDIA,NER,AS,2023,2235.477982
URBAN,Q4,INDIA,NER,AS,2024,2217.02089
URBAN,Q4,INDIA,NER,AS,2025,2198.716188
URBAN,Q4,INDIA,NER,AS,2026,2180.562618
URBAN,Q4,INDIA,NER,AS,2027,2162.558931
URBAN,Q4,INDIA,NER,AS,2028,2144.703891
URBAN,Q4,INDIA,NER,AS,2029,2126.99627
URBAN,Q4,INDIA,NER,AS,2030,2109.43485
URBAN,Q4,INDIA,NER,AS,2031,2092.018426
URBAN,Q4,INDIA,ER,WB,2021,2342.867779
URBAN,Q4,INDIA,ER,WB,2022,2312.218054
URBAN,Q4,INDIA,ER,WB,2023,2281.969293
URBAN,Q4,INDIA,ER,WB,2024,2252.11625
URBAN,Q4,INDIA,ER,WB,2025,2222.653749
URBAN,Q4,INDIA,ER,WB,2026,2193.576681
URBAN,Q4,INDIA,ER,WB,2027,2164.880003
URBAN,Q4,INDIA,ER,WB,2028,2136.558739
URBAN,Q4,INDIA,ER,WB,2029,2108.607978
URBAN,Q4,INDIA,ER,WB,2030,2081.022873
URBAN,Q4,INDIA,ER,WB,2031,2053.798639
URBAN,Q4,INDIA,ER,JH,2021,2629.341132
URBAN,Q4,INDIA,ER,JH,2022,2603.753499
URBAN,Q4,INDIA,ER,JH,2023,2578.414874
URBAN,Q4,INDIA,ER,JH,2024,2553.322833
URBAN,Q4,INDIA,ER,JH,2025,2528.474978
URBAN,Q4,INDIA,ER,JH,2026,2503.868932
URBAN,Q4,INDIA,ER,JH,2027,2479.502341
URBAN,Q4,INDIA,ER,JH,2028,2455.372875
URBAN,Q4,INDIA,ER,JH,2029,2431.478227
URBAN,Q4,INDIA,ER,JH,2030,2407.816112
URBAN,Q4,INDIA,ER,JH,2031,2384.384266
URBAN,Q4,INDIA,ER,OD,2021,1979.007552
URBAN,Q4,INDIA,ER,OD,2022,1939.427401
URBAN,Q4,INDIA,ER,OD,2023,1900.638853
URBAN,Q4,INDIA,ER,OD,2024,1862.626076
URBAN,Q4,INDIA,ER,OD,2025,1825.373555
URBAN,Q4,INDIA,ER,OD,2026,1788.866084
URBAN,Q4,INDIA,ER,OD,2027,1753.088762
URBAN,Q4,INDIA,ER,OD,2028,1718.026987
URBAN,Q4,INDIA,ER,OD,2029,1683.666447
URBAN,Q4,INDIA,ER,OD,2030,1649.993118
URBAN,Q4,INDIA,ER,OD,2031,1616.993256
URBAN,Q4,INDIA,WR,CG,2021,3095.770263
URBAN,Q4,INDIA,WR,CG,2022,3079.199325
URBAN,Q4,INDIA,WR,CG,2023,3062.717088
URBAN,Q4,INDIA,WR,CG,2024,3046.323077
URBAN,Q4,INDIA,WR,CG,2025,3030.016819
URBAN,Q4,INDIA,WR,CG,2026,3013.797844
URBAN,Q4,INDIA,WR,CG,2027,2997.665686
URBAN,Q4,INDIA,WR,CG,2028,2981.61988
URBAN,Q4,INDIA,WR,CG,2029,2965.659963
URBAN,Q4,INDIA,WR,CG,2030,2949.785476
URBAN,Q4,INDIA,WR,CG,2031,2933.995961
URBAN,Q4,INDIA,WR,MP,2021,2596.025059
URBAN,Q4,INDIA,WR,MP,2022,2544.104558
URBAN,Q4,INDIA,WR,MP,2023,2493.222467
URBAN,Q4,INDIA,WR,MP,2024,2443.358018
URBAN,Q4,INDIA,WR,MP,2025,2394.490857
URBAN,Q4,INDIA,WR,MP,2026,2346.60104
URBAN,Q4,INDIA,WR,MP,2027,2299.669019
URBAN,Q4,INDIA,WR,MP,2028,2253.675639
URBAN,Q4,INDIA,WR,MP,2029,2208.602126
URBAN,Q4,INDIA,WR,MP,2030,2164.430084
URBAN,Q4,INDIA,WR,MP,2031,2121.141482
URBAN,Q4,INDIA,WR,GJ,2021,1828.924693
URBAN,Q4,INDIA,WR,GJ,2022,1792.346199
URBAN,Q4,INDIA,WR,GJ,2023,1756.499275
URBAN,Q4,INDIA,WR,GJ,2024,1721.36929
URBAN,Q4,INDIA,WR,GJ,2025,1686.941904
URBAN,Q4,INDIA,WR,GJ,2026,1653.203066
URBAN,Q4,INDIA,WR,GJ,2027,1620.139005
URBAN,Q4,INDIA,WR,GJ,2028,1587.736225
URBAN,Q4,INDIA,WR,GJ,2029,1555.9815
URBAN,Q4,INDIA,WR,GJ,2030,1524.86187
URBAN,Q4,INDIA,WR,GJ,2031,1494.364633
URBAN,Q4,INDIA,WR,MH,2021,2381.452225
URBAN,Q4,INDIA,WR,MH,2022,2354.224983
URBAN,Q4,INDIA,WR,MH,2023,2327.309032
URBAN,Q4,INDIA,WR,MH,2024,2300.700811
URBAN,Q4,INDIA,WR,MH,2025,2274.396804
URBAN,Q4,INDIA,WR,MH,2026,2248.393531
URBAN,Q4,INDIA,WR,MH,2027,2222.687555
URBAN,Q4,INDIA,WR,MH,2028,2197.275476
URBAN,Q4,INDIA,WR,MH,2029,2172.153935
URBAN,Q4,INDIA,WR,MH,2030,2147.319609
URBAN,Q4,INDIA,WR,MH,2031,2122.769215
URBAN,Q4,INDIA,SR,AP,2021,1762.354734
URBAN,Q4,INDIA,SR,AP,2022,1727.10764
URBAN,Q4,INDIA,SR,AP,2023,1692.565487
URBAN,Q4,INDIA,SR,AP,2024,1658.714177
URBAN,Q4,INDIA,SR,AP,2025,1625.539893
URBAN,Q4,INDIA,SR,AP,2026,1593.029096
URBAN,Q4,INDIA,SR,AP,2027,1561.168514
URBAN,Q4,INDIA,SR,AP,2028,1529.945143
URBAN,Q4,INDIA,SR,AP,2029,1499.346241
URBAN,Q4,INDIA,SR,AP,2030,1469.359316
URBAN,Q4,INDIA,SR,AP,2031,1439.972129
URBAN,Q4,INDIA,SR,KA,2021,2708.808644
URBAN,Q4,INDIA,SR,KA,2022,2692.180946
URBAN,Q4,INDIA,SR,KA,2023,2675.655315
URBAN,Q4,INDIA,SR,KA,2024,2659.231124
URBAN,Q4,INDIA,SR,KA,2025,2642.907752
URBAN,Q4,INDIA,SR,KA,2026,2626.684579
URBAN,Q4,INDIA,SR,KA,2027,2610.560989
URBAN,Q4,INDIA,SR,KA,2028,2594.536373
URBAN,Q4,INDIA,SR,KA,2029,2578.610121
URBAN,Q4,INDIA,SR,KA,2030,2562.781631
URBAN,Q4,INDIA,SR,KA,2031,2547.050302
URBAN,Q4,INDIA,WR,GA,2021,2086.585307
URBAN,Q4,INDIA,WR,GA,2022,2044.853601
URBAN,Q4,INDIA,WR,GA,2023,2003.956529
URBAN,Q4,INDIA,WR,GA,2024,1963.877398
URBAN,Q4,INDIA,WR,GA,2025,1924.59985
URBAN,Q4,INDIA,WR,GA,2026,1886.107853
URBAN,Q4,INDIA,WR,GA,2027,1848.385696
URBAN,Q4,INDIA,WR,GA,2028,1811.417982
URBAN,Q4,INDIA,WR,GA,2029,1775.189623
URBAN,Q4,INDIA,WR,GA,2030,1739.68583
URBAN,Q4,INDIA,WR,GA,2031,1704.892114
URBAN,Q4,INDIA,SR,KL,2021,2438.297838
URBAN,Q4,INDIA,SR,KL,2022,2420.177624
URBAN,Q4,INDIA,SR,KL,2023,2402.19207
URBAN,Q4,INDIA,SR,KL,2024,2384.340175
URBAN,Q4,INDIA,SR,KL,2025,2366.620947
URBAN,Q4,INDIA,SR,KL,2026,2349.0334
URBAN,Q4,INDIA,SR,KL,2027,2331.576554
URBAN,Q4,INDIA,SR,KL,2028,2314.249439
URBAN,Q4,INDIA,SR,KL,2029,2297.05109
URBAN,Q4,INDIA,SR,KL,2030,2279.980551
URBAN,Q4,INDIA,SR,KL,2031,2263.036872
URBAN,Q4,INDIA,SR,TN,2021,2260.660203
URBAN,Q4,INDIA,SR,TN,2022,2232.306346
URBAN,Q4,INDIA,SR,TN,2023,2204.30811
URBAN,Q4,INDIA,SR,TN,2024,2176.661037
URBAN,Q4,INDIA,SR,TN,2025,2149.360722
URBAN,Q4,INDIA,SR,TN,2026,2122.402814
URBAN,Q4,INDIA,SR,TN,2027,2095.783021
URBAN,Q4,INDIA,SR,TN,2028,2069.497101
URBAN,Q4,INDIA,SR,TN,2029,2043.540867
URBAN,Q4,INDIA,SR,TN,2030,2017.910183
URBAN,Q4,INDIA,SR,TN,2031,1992.600967
URBAN,Q4,INDIA,SR,TS,2021,1762.354734
URBAN,Q4,INDIA,SR,TS,2022,1727.10764
URBAN,Q4,INDIA,SR,TS,2023,1692.565487
