ServiceTech,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,NumInstances
COOLER,RURAL,INDIA,SR,TN,2039,1.024852388
COOLER,RURAL,INDIA,SR,TN,2040,1.025771111
COOLER,RURAL,INDIA,SR,TN,2041,1.026690658
COOLER,RURAL,INDIA,SR,TS,2024,1.010566235
COOLER,RURAL,INDIA,SR,TS,2025,1.012076322
COOLER,RURAL,INDIA,SR,TS,2026,1.012983593
COOLER,RURAL,INDIA,SR,TS,2027,1.013891676
COOLER,RURAL,INDIA,SR,TS,2028,1.014800574
COOLER,RURAL,INDIA,SR,TS,2029,1.015710287
COOLER,RURAL,INDIA,SR,TS,2030,1.016620815
COOLER,RURAL,INDIA,SR,TS,2031,1.01753216
COOLER,RURAL,INDIA,SR,TS,2032,1.018444321
COOLER,RURAL,INDIA,SR,TS,2033,1.0193573
COOLER,RURAL,INDIA,SR,TS,2034,1.020271098
COOLER,RURAL,INDIA,SR,TS,2035,1.021185714
COOLER,RURAL,INDIA,SR,TS,2036,1.022101151
COOLER,RURAL,INDIA,SR,TS,2037,1.023017408
COOLER,RURAL,INDIA,SR,TS,2038,1.023934487
COOLER,RURAL,INDIA,SR,TS,2039,1.024852388
COOLER,RURAL,INDIA,SR,TS,2040,1.025771111
COOLER,RURAL,INDIA,SR,TS,2041,1.026690658
COOLER,RURAL,INDIA,NR,DL,2024,1.058862557
COOLER,RURAL,INDIA,NR,DL,2025,1.070266825
COOLER,RURAL,INDIA,NR,DL,2026,1.077175681
COOLER,RURAL,INDIA,NR,DL,2027,1.084129135
COOLER,RURAL,INDIA,NR,DL,2028,1.091127475
COOLER,RURAL,INDIA,NR,DL,2029,1.098170992
COOLER,RURAL,INDIA,NR,DL,2030,1.105259977
COOLER,RURAL,INDIA,NR,DL,2031,1.112394722
COOLER,RURAL,INDIA,NR,DL,2032,1.119575525
COOLER,RURAL,INDIA,NR,DL,2033,1.126802681
COOLER,RURAL,INDIA,NR,DL,2034,1.134076491
COOLER,RURAL,INDIA,NR,DL,2035,1.141397255
COOLER,RURAL,INDIA,NR,DL,2036,1.148765276
COOLER,RURAL,INDIA,NR,DL,2037,1.15618086
COOLER,RURAL,INDIA,NR,DL,2038,1.163644314
COOLER,RURAL,INDIA,NR,DL,2039,1.171155946
COOLER,RURAL,INDIA,NR,DL,2040,1.178716068
COOLER,RURAL,INDIA,NR,DL,2041,1.186324992
COOLER,RURAL,INDIA,NR,HR,2024,1.016554303
COOLER,RURAL,INDIA,NR,HR,2025,1.021082473
COOLER,RURAL,INDIA,NR,HR,2026,1.023810265
COOLER,RURAL,INDIA,NR,HR,2027,1.026545344
COOLER,RURAL,INDIA,NR,HR,2028,1.02928773
COOLER,RURAL,INDIA,NR,HR,2029,1.032037442
COOLER,RURAL,INDIA,NR,HR,2030,1.034794499
COOLER,RURAL,INDIA,NR,HR,2031,1.037558923
COOLER,RURAL,INDIA,NR,HR,2032,1.040330731
COOLER,RURAL,INDIA,NR,HR,2033,1.043109944
COOLER,RURAL,INDIA,NR,HR,2034,1.045896582
