EnergyStorTech,ModelGeography,InstYear,Year,FixedCost,Efficiency
FOURHR_BATTERY,INDIA,2028,2028,2982.059607,0.8
FOURHR_BATTERY,INDIA,2028,2029,2982.059607,0.8
FOURHR_BATTERY,INDIA,2028,2030,2982.059607,0.8
FOURHR_BATTERY,INDIA,2028,2031,2982.059607,0.8
FOURHR_BATTERY,INDIA,2029,2029,2866.289833,0.8
FOURHR_BATTERY,INDIA,2029,2030,2866.289833,0.8
FOURHR_BATTERY,INDIA,2029,2031,2866.289833,0.8
FOURHR_BATTERY,INDIA,2030,2030,2744.696444,0.8
FOURHR_BATTERY,INDIA,2030,2031,2744.696444,0.8
FOURHR_BATTERY,INDIA,2031,2031,2617.092803,0.8
SIXHR_BATTERY,INDIA,2020,2021,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2022,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2023,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2024,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2025,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2026,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2027,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2028,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2029,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2030,4247.136759,0.8
SIXHR_BATTERY,INDIA,2020,2031,4247.136759,0.8
SIXHR_BATTERY,INDIA,2021,2021,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2022,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2023,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2024,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2025,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2026,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2027,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2028,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2029,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2030,4120.156107,0.8
SIXHR_BATTERY,INDIA,2021,2031,4120.156107,0.8
SIXHR_BATTERY,INDIA,2022,2022,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2023,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2024,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2025,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2026,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2027,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2028,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2029,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2030,3877.211147,0.8
SIXHR_BATTERY,INDIA,2022,2031,3877.211147,0.8
SIXHR_BATTERY,INDIA,2023,2023,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2024,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2025,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2026,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2027,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2028,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2029,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2030,3658.701057,0.8
SIXHR_BATTERY,INDIA,2023,2031,3658.701057,0.8
SIXHR_BATTERY,INDIA,2024,2024,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2025,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2026,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2027,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2028,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2029,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2030,3432.153228,0.8
SIXHR_BATTERY,INDIA,2024,2031,3432.153228,0.8
SIXHR_BATTERY,INDIA,2025,2025,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2026,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2027,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2028,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2029,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2030,3195.080004,0.8
SIXHR_BATTERY,INDIA,2025,2031,3195.080004,0.8
SIXHR_BATTERY,INDIA,2026,2026,2947.15099,0.8
SIXHR_BATTERY,INDIA,2026,2027,2947.15099,0.8
SIXHR_BATTERY,INDIA,2026,2028,2947.15099,0.8
SIXHR_BATTERY,INDIA,2026,2029,2947.15099,0.8
SIXHR_BATTERY,INDIA,2026,2030,2947.15099,0.8
SIXHR_BATTERY,INDIA,2026,2031,2947.15099,0.8
SIXHR_BATTERY,INDIA,2027,2027,2841.08169,0.8
SIXHR_BATTERY,INDIA,2027,2028,2841.08169,0.8
SIXHR_BATTERY,INDIA,2027,2029,2841.08169,0.8
SIXHR_BATTERY,INDIA,2027,2030,2841.08169,0.8
SIXHR_BATTERY,INDIA,2027,2031,2841.08169,0.8
SIXHR_BATTERY,INDIA,2028,2028,2714.954881,0.8
SIXHR_BATTERY,INDIA,2028,2029,2714.954881,0.8
SIXHR_BATTERY,INDIA,2028,2030,2714.954881,0.8
SIXHR_BATTERY,INDIA,2028,2031,2714.954881,0.8
SIXHR_BATTERY,INDIA,2029,2029,2597.575161,0.8
SIXHR_BATTERY,INDIA,2029,2030,2597.575161,0.8
SIXHR_BATTERY,INDIA,2029,2031,2597.575161,0.8
SIXHR_BATTERY,INDIA,2030,2030,2474.414269,0.8
SIXHR_BATTERY,INDIA,2030,2031,2474.414269,0.8
SIXHR_BATTERY,INDIA,2031,2031,2345.287913,0.8
PUMPED_STOR,INDIA,2020,2021,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2022,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2023,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2024,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2020,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2021,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2022,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2023,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2024,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2021,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2022,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2023,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2024,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2022,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2023,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2024,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2023,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2024,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2024,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2025,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2025,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2026,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2026,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2027,2027,2570.13238,0.75
PUMPED_STOR,INDIA,2027,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2027,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2027,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2027,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2028,2028,2570.13238,0.75
PUMPED_STOR,INDIA,2028,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2028,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2028,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2029,2029,2570.13238,0.75
PUMPED_STOR,INDIA,2029,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2029,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2030,2030,2570.13238,0.75
PUMPED_STOR,INDIA,2030,2031,2570.13238,0.75
PUMPED_STOR,INDIA,2031,2031,2570.13238,0.75
