ModelGeography,SubGeography1,SubGeography2,Year,2W+IPT3W+IPT4W+4W+BUS+RAIL
INDIA,WR,MH,2023,6504.420204131816
INDIA,WR,MH,2024,6452.564872547499
INDIA,WR,MH,2025,6401.1229483583575
INDIA,WR,MH,2026,6350.091135747566
INDIA,WR,MH,2027,6299.4661651736105
INDIA,WR,MH,2028,6249.244793160814
INDIA,WR,MH,2029,6199.423802091531
INDIA,WR,MH,2030,6150
INDIA,WR,MH,2031,6096.720137013801
INDIA,WR,MH,2032,6043.9018583852985
INDIA,WR,MH,2033,5991.541165228095
INDIA,WR,MH,2034,5939.634093299719
INDIA,WR,MH,2035,5888.176712701482
INDIA,WR,MH,2036,5837.165127580952
INDIA,WR,MH,2037,5786.595475836996
INDIA,WR,MH,2038,5736.463928827379
INDIA,WR,MH,2039,5686.766691078892
INDIA,WR,MH,2040,5637.500000000001
INDIA,WR,MH,2041,5588.660125595986
INDIA,WR,MP,2014,6662.5
INDIA,WR,MP,2015,6662.5
INDIA,WR,MP,2016,6662.5
INDIA,WR,MP,2017,6662.5
INDIA,WR,MP,2018,6662.5
INDIA,WR,MP,2019,6662.5
INDIA,WR,MP,2020,6662.5
INDIA,WR,MP,2021,6609.384405398495
INDIA,WR,MP,2022,6556.6922654146065
INDIA,WR,MP,2023,6504.420204131816
INDIA,WR,MP,2024,6452.564872547499
INDIA,WR,MP,2025,6401.1229483583575
INDIA,WR,MP,2026,6350.091135747566
INDIA,WR,MP,2027,6299.4661651736105
INDIA,WR,MP,2028,6249.244793160814
INDIA,WR,MP,2029,6199.423802091531
INDIA,WR,MP,2030,6150
INDIA,WR,MP,2031,6096.720137013801
INDIA,WR,MP,2032,6043.9018583852985
INDIA,WR,MP,2033,5991.541165228095
INDIA,WR,MP,2034,5939.634093299719
INDIA,WR,MP,2035,5888.176712701482
INDIA,WR,MP,2036,5837.165127580952
INDIA,WR,MP,2037,5786.595475836996
INDIA,WR,MP,2038,5736.463928827379
INDIA,WR,MP,2039,5686.766691078892
INDIA,WR,MP,2040,5637.500000000001
INDIA,WR,MP,2041,5588.660125595986
